Water Control Zone	River	Station	Dates	Sample No	5-Day Biochemical Oxygen Demand (mg/L)	Aluminium (?g/L)	Ammonia-Nitrogen (mg/L)	Anionic Surfactants (as Manoxol OT) (mg/L)	Antimony (?g/L)	Arsenic (?g/L)	Barium (?g/L)	Beryllium (?g/L)	Boron (?g/L)	Cadmium (?g/L)	Chemical Oxygen Demand (mg/L)	Chloride (mg/L)	Chlorophyll-?? (mg/m³)	Chromium (?g/L)	Conductivity (?S/cm)	Copper (?g/L)	Cyanide (mg/L)	Dissolved Oxygen (%saturation)	Dissolved Oxygen (mg/L)	Faecal Coliforms (counts/100mL)	Flow (m³/s)	Fluoride (mg/L)	Free Hydrogen Sulphide (mg/L)	Iron (?g/L)	Lead (?g/L)	Manganese (?g/L)	Mercury (?g/L)	Molybdenum (?g/L)	Nickel (?g/L)	Nitrate-Nitrogen (mg/L)	Nitrite-Nitrogen (mg/L)	Oil and Grease (mg/L)	Orthophosphate Phosphorus (mg/L)	pH	Phaeopigment (mg/m³)	Salinity (psu)	Silica (as SiO?) (mg/L)	Silver (?g/L)	Sulphide (mg/L)	Suspended solids (mg/L)	Thallium (?g/L)	Total Kjeldahl Nitrogen (mg/L)	Total Organic Carbon (mg/L)	Total Phosphorus (mg/L)	Total Solids (mg/L)	Total Volatile Solids (mg/L)	Turbidity (NTU)	Vanadium (?g/L)	Water Temperature (°C)	Zinc (?g/L)	??. ????????  (counts/100mL)
Deep Bay	Kam Tin River	KT1	12/13/2023	1	6.7	<50	4.5	0.23	<1	1	18	<1	<50	<0.1	26	27	6.2	<1	361	1	<0.01	66	5.6	78000	0.086	0.5	<0.01	170	<1	110	<1	5	2	2.1	0.37	<0.5	0.74	7.6	5	0.2	14	<1	<0.02	6.9	<1	6.4	7	1	260	110	4.8	<2	23.6	10	32000
Deep Bay	Kam Tin River	KT2	1/13/2023	1	15	<50	9.8	0.4	<1	2	22	<1	<50	<0.1	27	21	18	<1	339	1	<0.01	28	2.4	75000	0.46	0.3	<0.01	240	<1	220	<1	2	4	0.039	0.033	<0.5	0.9	7.4	7	0.2	16	<1	0.04	15	<1	11	12	1.4	270	93	8.5	<2	21.5	<10	40000
Deep Bay	Kam Tin River	KT2	2/22/2023	1	34	<50	14	0.43	<1	2	20	<1	70	<0.1	31	38	5.1	<1	447	<1	<0.01	24	2.1	74000	0.135	0.3	<0.01	220	<1	160	<1	2	3	0.085	0.075	0.6	1.1	7.7	2.3	0.2	14	<1	0.11	56	<1	16	13	1.8	360	130	10.2	<2	21.5	<10	42000
Deep Bay	Kam Tin River	KT2	3/23/2023	1	23	<50	14	0.39	<1	2	24	<1	60	<0.1	51	25	9.8	<1	456	<1	<0.01	15	1.2	120000	0.15	0.4	<0.01	300	<1	220	<1	<2	3	<0.002	0.004	1.6	1.6	7.6	8.1	0.2	16	<1	0.07	16	<1	17	17	2.4	310	120	9.4	<2	25.4	<10	76000
Deep Bay	Kam Tin River	KT2	4/13/2023	1	14	<50	9.3	0.23	<1	2	19	<1	50	<0.1	31	22	26	2	420	2	<0.01	79	6.2	110000	0.184	0.3	<0.01	190	<1	100	<1	2	6	0.66	0.066	<0.5	0.95	7.9	7.3	0.2	14	<1	0.03	8.7	<1	10	15	1.4	350	200	5.5	<2	27.5	<10	43000
Deep Bay	Kam Tin River	KT2	5/12/2023	1	15	<50	10	0.18	<1	3	22	<1	50	<0.1	37	25	11	<1	432	3	<0.01	22	1.8	520000	0.08	0.4	<0.01	310	<1	200	<1	5	3	0.028	0.051	0.7	1.3	7.8	1.2	0.2	17	<1	0.03	14	<1	20	18	2.9	300	120	8.2	<2	24.4	20	120000
Deep Bay	Kam Tin River	KT2	6/16/2023	1	9	<50	1.2	0.06	<1	2	11	<1	<50	<0.1	18	<10	0.9	<1	179	3	<0.01	65	5.2	610000	3.375	<0.2	<0.01	90	<1	60	<1	3	2	0.73	0.085	1	0.26	7.7	1.3	0.1	14	<1	<0.02	75	<1	1.8	8	0.38	370	100	93.4	<2	26.9	<10	140000
Deep Bay	Kam Tin River	KT2	7/7/2023	1	43	<50	5.2	0.18	<1	2	19	<1	<50	<0.1	16	15	14	<1	314	2	<0.01	60	4.5	120000	1.594	0.3	<0.01	170	<1	80	<1	<2	2	1	0.15	0.7	1	7.4	3	0.1	20	<1	<0.02	16	<1	6.1	8	1.2	180	44	10.9	<2	30.3	<10	53000
Deep Bay	Kam Tin River	KT2	8/18/2023	1	23	<50	2.9	0.13	<1	2	11	<1	<50	<0.1	25	<10	18	<1	176	3	<0.01	45	3.5	790000	11.926	<0.2	<0.01	140	<1	100	<1	<2	1	0.69	0.099	<0.5	0.45	7.3	20	0.1	8	<1	0.04	19	<1	3.9	9	0.57	220	72	71	<2	28.3	20	190000
Deep Bay	Kam Tin River	KT2	9/15/2023	1	7.7	<50	2.9	<0.05	<1	2	19	<1	<50	<0.1	18	<10	5	<1	260	4	<0.01	98	7.4	80000	0.974	0.2	<0.01	120	<1	20	<1	2	2	0.4	0.1	<0.5	0.55	7.5	0.9	0.1	20	<1	<0.02	7.7	<1	4.7	8	0.75	160	80	5.4	<2	30.2	<10	28000
Deep Bay	Kam Tin River	KT2	10/20/2023	1	5.2	<50	2.7	0.12	<1	2	17	<1	<50	<0.1	14	14	2.1	<1	244	1	<0.01	74	6	120000	0.216	0.2	<0.01	160	<1	60	<1	<2	2	0.46	0.11	<0.5	0.42	7.5	1.1	0.1	19	<1	<0.02	6.2	<1	3.4	5	0.48	170	70	5.9	<2	25.7	30	49000
Deep Bay	Kam Tin River	KT2	11/15/2023	1	10	<50	4.3	0.25	<1	2	17	<1	<50	<0.1	21	16	2.8	<1	296	3	<0.01	49	4.1	480000	0.178	0.3	<0.01	270	<1	110	<1	2	2	0.36	0.083	<0.5	0.83	7.6	<0.2	0.1	14	<1	0.02	5.3	<1	7	8	1.1	190	53	5.4	<2	24.1	<10	33000
Deep Bay	Kam Tin River	KT2	12/13/2023	1	53	<50	9.2	0.35	<1	2	19	<1	<50	<0.1	120	20	16	<1	384	1	<0.01	21	1.8	970000	0.348	0.3	<0.01	390	<1	210	<1	3	4	<0.002	0.003	5.1	1.2	7.5	<0.2	0.2	14	<1	0.08	36	<1	15	39	2.7	290	82	21.8	<2	23.8	10	140000
Victoria Harbour	Kau Wa Keng Stream	KW3	1/5/2023	1	2.5	<50	0.84	<0.05	<1	<1	39	<1	300	0.8	8	1800	2.2	<1	4930	2	<0.01	90	8.4	55000	0.011	0.2	<0.01	<50	<1	380	<1	<2	2	3.2	0.38	<0.5	0.11	7	1.2	3.1	12	<1	<0.02	15	<1	1.2	4	0.2	3600	650	7.3	<2	18.1	160	50000
Victoria Harbour	Kau Wa Keng Stream	KW3	2/23/2023	1	4.6	<50	1.3	0.08	<1	<1	40	<1	350	0.7	29	1900	1	<1	4999	1	<0.01	88	8.3	100000	0.007	0.6	<0.01	<50	<1	810	<1	<2	3	3.7	0.32	<0.5	0.066	7.1	1.6	3.2	9.8	<1	<0.02	6	<1	1.9	5	0.17	4500	820	2.8	<2	17.2	190	54000
Victoria Harbour	Kau Wa Keng Stream	KW3	3/16/2023	1	18	<50	0.93	0.4	<1	<1	46	<1	390	0.6	30	2500	6.3	<1	5953	1	<0.01	97	8.6	110000	0.006	0.6	<0.01	<50	<1	980	<1	3	2	2.9	0.13	<0.5	0.053	7.8	2.1	3.6	11	<1	<0.02	8.8	<1	2	7	0.18	4700	710	2	<2	20.3	130	78000
Victoria Harbour	Kau Wa Keng Stream	KW3	4/1/2023	1	7.1	<50	1.6	<0.05	<1	<1	45	<1	320	4	14	1400	1.1	<1	4690	2	<0.01	82	7.3	400000	0.011	0.6	<0.01	<50	<1	1100	<1	<2	3	2.5	0.31	<0.5	0.066	7.2	0.8	2.8	12	<1	<0.02	6.7	<1	2.2	5	0.2	3800	720	4.4	<2	20.5	280	300000
Victoria Harbour	Kau Wa Keng Stream	KW3	5/11/2023	1	1.6	<50	0.52	0.05	<1	<1	39	<1	280	1.6	27	1500	1	<1	4263	2	<0.01	105	9	70000	0.019	0.6	<0.01	<50	<1	990	<1	2	2	2.9	0.097	<0.5	0.036	7.2	<0.2	2.4	13	<1	<0.02	2.2	<1	0.82	6	0.11	3400	790	1	<2	22.5	150	39000
Victoria Harbour	Kau Wa Keng Stream	KW3	6/15/2023	1	1.2	<50	0.29	<0.05	<1	<1	23	<1	110	0.6	10	420	1.9	<1	1685	1	<0.01	104	8.4	190000	0.117	0.7	<0.01	<50	<1	160	<1	2	2	2.5	0.071	<0.5	0.015	7.3	2.2	0.8	16	<1	<0.02	14	<1	0.57	3	0.06	820	120	11.6	<2	25.9	60	50000
Victoria Harbour	Kau Wa Keng Stream	KW3	7/27/2023	1	1.9	<50	0.3	0.08	<1	<1	56	<1	240	2	10	910	0.9	<1	4127	1	<0.01	95	7.4	100000	0.007	0.6	<0.01	<50	<1	690	<1	<2	2	2.5	0.062	<0.5	0.054	7.2	0.2	2.1	16	<1	<0.02	2.2	<1	0.57	2	0.11	2500	380	1.2	<2	28	210	90000
Victoria Harbour	Kau Wa Keng Stream	KW3	8/24/2023	1	1.2	<50	0.14	<0.05	<1	<1	36	<1	220	1.3	16	820	0.7	<1	3112	2	<0.01	96	7.6	68000	0.005	0.6	<0.01	<50	<1	350	<1	<2	2	2	0.12	<0.5	0.046	7	0.9	1.6	15	<1	<0.02	2.2	<1	0.49	3	0.1	2200	540	1.8	<2	26.7	140	35000
Victoria Harbour	Kau Wa Keng Stream	KW3	9/23/2023	1	1.5	<50	0.19	<0.05	<1	<1	46	<1	150	1.8	10	700	0.3	<1	2604	<1	<0.01	91	7.3	33000	0.025	0.7	<0.01	<50	<1	350	<1	<2	2	1.8	0.035	<0.5	0.015	7.1	<0.2	1.3	15	<1	<0.02	2.3	<1	0.54	2	0.05	1600	240	2.8	<2	26.2	160	20000
Victoria Harbour	Kau Wa Keng Stream	KW3	10/19/2023	1	0.7	<50	0.095	<0.05	<1	<1	32	<1	120	1.2	8	430	0.6	<1	1676	1	<0.01	99	8.2	73000	0.053	0.5	<0.01	<50	<1	250	<1	<2	1	1.6	0.024	<0.5	0.022	7.5	0.6	0.9	12	<1	<0.02	3.3	<1	0.35	2	0.04	1100	240	7.9	<2	24.6	110	26000
Victoria Harbour	Kau Wa Keng Stream	KW3	11/18/2023	1	2.4	<50	0.54	0.09	<1	<1	46	<1	300	1.7	7	1400	0.8	<1	4135	2	<0.01	95	9	43000	0.018	0.6	<0.01	<50	<1	720	<1	<2	2	2.5	0.043	<0.5	0.026	7.5	0.6	2.6	14	<1	<0.02	0.9	<1	0.92	3	0.1	3400	530	12.2	<2	17.5	180	18000
Victoria Harbour	Kau Wa Keng Stream	KW3	12/14/2023	1	1.3	<50	0.62	0.13	<1	<1	47	<1	410	0.2	13	2000	0.5	<1	5688	1	<0.01	96	8.3	38000	0.042	0.6	<0.01	<50	<1	820	<1	2	2	2.9	0.08	<0.5	0.054	7.4	<0.2	3.3	12	<1	<0.02	4.8	<1	0.82	2	0.12	4500	970	6.2	<2	21.6	130	7000
Tolo Harbour And Channel	Kwun Yam Shan Stream	KY1	1/26/2023	1	0.7	<50	0.007	<0.05	<1	<1	12	<1	<50	<0.1	7	19	<0.2	<1	61	<1	<0.01	98	10	340	0	<0.2	<0.01	<50	<1	<10	<1	<2	<1	0.49	0.011	<0.5	0.039	8	0.2	0	16	<1	<0.02	2.1	<1	0.08	2	0.07	98	48	1.6	<2	14.1	<10	210
Tolo Harbour And Channel	Kwun Yam Shan Stream	KY1	2/15/2023	1	0.7	<50	0.02	<0.05	<1	<1	13	<1	<50	<0.1	6	19	0.7	<1	136	<1	<0.01	98	9.6	2400	0.006	<0.2	<0.01	<50	<1	<10	<1	<2	<1	0.42	0.006	<0.5	0.042	8.1	0.8	0.1	16	<1	<0.02	2.6	<1	0.15	3	0.1	80	22	3.7	<2	16.5	<10	2100
Tolo Harbour And Channel	Kwun Yam Shan Stream	KY1	3/8/2023	1	0.2	<50	0.036	<0.05	<1	<1	13	<1	<50	<0.1	<2	30	1.7	<1	59	1	<0.01	96	9.2	1900	0.002	<0.2	<0.01	<50	<1	<10	<1	<2	1	0.34	0.008	<0.5	0.067	7.8	0.7	0	16	<1	<0.02	3.9	<1	0.22	2	0.1	98	24	5	<2	17.4	<10	1300
Tolo Harbour And Channel	Kwun Yam Shan Stream	KY1	4/24/2023	1	3.3	<50	0.01	<0.05	<1	<1	17	<1	<50	<0.1	8	<10	0.6	<1	156	1	<0.01	95	8.4	5500	0.002	<0.2	<0.01	<50	<1	<10	<1	<2	<1	0.57	0.01	<0.5	0.08	8	0.6	0.1	16	<1	<0.02	6	<1	0.31	2	0.12	140	48	4.6	<2	21.2	<10	310
Tolo Harbour And Channel	Kwun Yam Shan Stream	KY1	5/18/2023	1	0.3	<50	0.009	<0.05	<1	<1	15	<1	<50	<0.1	9	<10	1.2	<1	241	2	<0.01	96	8.1	4300	0.035	<0.2	<0.01	<50	<1	<10	<1	<2	1	0.73	0.005	<0.5	0.096	7.9	1.3	0.1	15	<1	<0.02	4.6	<1	0.21	3	0.12	120	30	3.8	<2	24.2	<10	1100
Tolo Harbour And Channel	Kwun Yam Shan Stream	KY1	6/8/2023	1	0.5	80	0.016	<0.05	<1	<1	16	<1	<50	<0.1	10	13	1.6	<1	244	2	<0.01	96	7.8	6000	0.008	<0.2	<0.01	60	<1	<10	<1	<2	1	1.1	0.005	<0.5	0.1	7.8	0.9	0.1	13	<1	<0.02	7.8	<1	0.38	4	0.14	78	46	4.7	<2	25.8	<10	540
Tolo Harbour And Channel	Kwun Yam Shan Stream	KY1	7/21/2023	1	0.9	50	0.012	<0.05	<1	<1	13	<1	<50	<0.1	10	43	1.8	<1	251	1	<0.01	95	7.7	22000	0.002	<0.2	<0.01	80	<1	<10	<1	<2	1	0.55	0.003	<0.5	0.043	7.8	1.8	0.1	17	<1	<0.02	21	<1	0.27	3	0.13	130	43	9.4	<2	25.7	<10	180
Tolo Harbour And Channel	Kwun Yam Shan Stream	KY1	8/4/2023	1	0.3	50	0.009	<0.05	<1	<1	10	<1	<50	<0.1	4	51	1.1	<1	133	<1	<0.01	97	7.7	1400	0.009	<0.2	<0.01	<50	<1	<10	<1	<2	<1	0.47	0.007	<0.5	0.097	7.6	<0.2	0.1	18	<1	<0.02	5.4	<1	0.13	2	0.11	110	16	2.8	<2	27	<10	800
Tolo Harbour And Channel	Kwun Yam Shan Stream	KY1	9/20/2023	1	0.1	50	0.023	<0.05	<1	<1	13	<1	<50	<0.1	6	<10	1.1	<1	148	<1	<0.01	96	8	2700	0.016	<0.2	<0.01	<50	<1	10	<1	<2	<1	0.54	0.013	<0.5	0.054	7.8	<0.2	0.1	16	<1	<0.02	2.5	<1	0.18	1	0.07	100	42	2.7	<2	24.7	<10	300
Tolo Harbour And Channel	Kwun Yam Shan Stream	KY1	10/11/2023	1	0.3	70	0.022	<0.05	<1	<1	12	<1	<50	<0.1	5	57	0.6	<1	199	<1	<0.01	97	8.3	6100	0.086	<0.2	<0.01	<50	<1	<10	<1	<2	<1	0.53	0.018	<0.5	0.057	8.2	<0.2	0.1	13	<1	<0.02	22	<1	0.17	1	0.07	160	34	3.8	<2	23.3	<10	1000
Tolo Harbour And Channel	Kwun Yam Shan Stream	KY1	11/3/2023	1	<0.1	50	0.006	<0.05	<1	<1	12	<1	<50	<0.1	4	24	0.4	<1	167	<1	<0.01	97	8.3	310	0.048	<0.2	<0.01	<50	<1	<10	<1	<2	<1	0.49	0.003	<0.5	0.07	8.2	0.4	0.1	14	<1	<0.02	4.9	<1	0.11	1	0.1	81	34	3.2	<2	22.9	<10	42
Tolo Harbour And Channel	Kwun Yam Shan Stream	KY1	12/18/2023	1	0.4	<50	<0.005	<0.05	<1	<1	13	<1	<50	<0.1	2	370	0.5	<1	197	<1	<0.01	97	9.5	480	0.001	<0.2	<0.01	<50	<1	<10	<1	<2	<1	0.41	0.012	<0.5	0.043	8.1	<0.2	0.1	15	<1	<0.02	2.8	<1	<0.05	<1	0.07	90	39	1.7	<2	16.4	10	280
Southern	Mui Wo River	MW1	1/14/2023	1	1.6	<50	0.038	<0.05	<1	1	14	<1	60	<0.1	12	190	1.7	<1	755	1	<0.01	102	8.9	9800	0.022	<0.2	<0.01	<50	<1	10	<1	<2	<1	0.48	0.003	<0.5	0.071	7.4	1.6	0.4	16	<1	<0.02	2.3	<1	0.31	2	0.11	670	340	2.2	<2	21.9	10	750
Southern	Mui Wo River	MW1	2/2/2023	1	0.3	<50	0.04	<0.05	<1	1	15	<1	280	<0.1	5	990	0.9	<1	3427	1	<0.01	95	8.6	770	0.02	<0.2	<0.01	<50	<1	20	<1	<2	<1	0.35	0.004	<0.5	0.078	7.7	2.4	2	12	<1	<0.02	1.3	<1	0.17	2	0.11	3000	680	1.6	<2	19.8	<10	700
Southern	Mui Wo River	MW1	3/20/2023	1	0.7	<50	0.067	<0.05	<1	2	18	<1	790	<0.1	10	4500	2.2	<1	13734	2	<0.01	77	6.4	1600	0.072	0.3	<0.01	<50	<1	60	<1	3	2	0.3	0.007	<0.5	0.057	7.1	4.1	8.5	13	<1	<0.02	4.2	<1	0.37	2	0.12	9500	2100	2	<2	21.6	30	410
Southern	Mui Wo River	MW1	4/22/2023	1	<0.1	<50	0.16	<0.05	<1	1	21	<1	1500	<0.1	9	9500	1.1	1	19656	2	<0.01	86	6.8	14000	0.42	0.5	<0.01	80	<1	20	<1	4	4	0.42	0.015	<0.5	0.06	7.6	1.2	12.2	7.5	<1	<0.02	5.2	<1	0.33	4	0.09	22000	4500	3.4	3	22.9	<10	1100
Southern	Mui Wo River	MW1	5/25/2023	1	0.4	<50	0.039	<0.05	<1	<1	19	<1	440	<0.1	14	2500	0.6	<1	7797	1	<0.01	99	8	2400	0.336	<0.2	<0.01	<50	<1	<10	<1	<2	2	0.11	0.064	<0.5	0.006	7.5	1.1	4.3	12	<1	<0.02	1.8	<1	0.13	5	0.07	4600	620	1.3	<2	25.2	<10	800
Southern	Mui Wo River	MW1	6/12/2023	1	0.4	<50	0.01	<0.05	<1	<1	14	<1	<50	<0.1	3	29	0.7	<1	216	<1	<0.01	103	8.1	8000	0.135	<0.2	<0.01	<50	<1	<10	<1	<2	1	0.41	0.006	<0.5	0.055	7.7	1.4	0.1	13	<1	<0.02	1.8	<1	0.18	2	0.07	150	74	1.8	<2	27.9	<10	430
Southern	Mui Wo River	MW1	7/26/2023	1	0.4	<50	0.019	<0.05	<1	1	12	<1	<50	<0.1	3	12	1.8	<1	220	<1	<0.01	104	8	5700	0.038	<0.2	<0.01	<50	<1	<10	<1	<2	<1	0.17	0.003	<0.5	0.08	7.7	1.7	0.1	18	<1	<0.02	1	<1	0.1	1	0.08	240	210	2.2	<2	28.9	<10	900
Southern	Mui Wo River	MW1	8/17/2023	1	0.3	<50	0.043	<0.05	<1	1	18	<1	730	<0.1	5	4200	2.1	<1	16303	1	<0.01	95	7	8400	0.207	0.2	<0.01	<50	<1	20	<1	<2	2	0.22	0.003	<0.5	0.051	7.4	0.8	8.8	14	<1	<0.02	5.4	<1	0.2	2	0.08	9300	1500	1.8	<2	28.9	<10	2800
Southern	Mui Wo River	MW1	9/7/2023	1	0.3	<50	0.016	<0.05	<1	<1	11	<1	<50	<0.1	10	14	0.6	<1	134	<1	<0.01	96	7.8	21000	0.324	<0.2	<0.01	<50	<1	<10	<1	<2	<1	0.31	0.005	<0.5	0.046	7.3	0.9	0.1	17	<1	<0.02	0.7	<1	0.22	2	0.06	130	86	1.6	<2	26.2	<10	4500
Southern	Mui Wo River	MW1	10/25/2023	1	<0.1	<50	0.02	<0.05	<1	<1	13	<1	100	<0.1	5	360	1	<1	1444	<1	<0.01	99	8.2	8000	1.47	<0.2	<0.01	<50	<1	10	<1	<2	<1	0.27	0.004	<0.5	0.066	7	0.6	0.7	16	<1	<0.02	1.4	<1	0.27	1	0.07	940	150	2.4	<2	24.6	<10	1100
Southern	Mui Wo River	MW1	11/6/2023	1	0.4	<50	0.014	<0.05	<1	1	12	<1	<50	<0.1	5	60	1	<1	258	<1	<0.01	102	8.4	17000	0.077	<0.2	<0.01	70	<1	<10	<1	<2	<1	0.28	0.004	<0.5	0.08	7.4	1.1	0.1	17	<1	<0.02	1.8	<1	0.15	1	0.11	210	98	1.8	<2	25	<10	310
Southern	Mui Wo River	MW1	12/16/2023	1	0.4	<50	0.018	<0.05	<1	1	16	<1	160	<0.1	4	490	0.6	<1	2266	1	<0.01	99	8.8	7600	0.023	<0.2	<0.01	<50	<1	20	<1	<2	1	0.42	0.004	<0.5	0.11	7.5	<0.2	1.3	17	<1	<0.02	1.8	<1	0.13	1	0.12	2100	480	2.8	<2	20.3	10	4900
Southern	Mui Wo River	MW2	1/14/2023	1	2.7	<50	1.2	0.08	<1	1	9	<1	<50	<0.1	17	120	2.1	<1	497	1	<0.01	108	9.2	47000	null	<0.2	<0.01	230	<1	40	<1	<2	1	0.5	0.043	<0.5	0.16	7.4	<0.2	0.3	17	<1	<0.02	8.2	<1	1.7	5	0.25	560	350	4.4	<2	23.6	10	14000
Southern	Mui Wo River	MW2	2/2/2023	1	2.7	<50	1.1	0.07	<1	1	9	<1	80	<0.1	11	240	2.6	<1	967	<1	<0.01	113	10.3	4200	null	<0.2	<0.01	120	<1	50	<1	<2	2	0.49	0.063	<0.5	0.15	8	2.7	0.5	14	<1	<0.02	1.1	<1	1.4	5	0.23	880	200	4.3	<2	20	<10	3600
Southern	Mui Wo River	MW2	3/20/2023	1	2.8	<50	2.1	0.28	<1	2	18	<1	470	<0.1	25	1800	2.6	<1	6499	1	<0.01	112	9.4	120000	null	0.3	<0.01	<50	<1	200	<1	2	2	0.65	0.18	<0.5	0.13	7.5	4.1	3.7	13	<1	<0.02	17	<1	2.4	4	0.29	5200	1000	14.6	<2	23	<10	9000
Southern	Mui Wo River	MW2	4/22/2023	1	0.2	<50	0.2	<0.05	<1	2	15	<1	2900	<0.1	15	13000	0.9	2	31096	5	<0.01	83	6.3	7600	null	0.6	<0.01	90	<1	20	<1	7	6	0.35	0.018	<0.5	0.03	7.9	1.9	20	5.5	<1	<0.02	12	<1	0.39	4	0.09	29000	5700	6.6	4	23.4	<10	900
Southern	Mui Wo River	MW2	5/25/2023	1	0.9	<50	0.12	<0.05	<1	1	15	<1	1600	<0.1	10	12000	0.7	<1	28438	3	<0.01	93	6.8	4100	null	0.5	<0.01	<50	<1	20	<1	6	3	0.19	0.008	<0.5	0.025	8	0.5	17	7.1	<1	<0.02	4.4	<1	0.27	5	0.08	24000	3700	2	<2	26.3	10	660
Southern	Mui Wo River	MW2	6/12/2023	1	1.3	<50	0.26	<0.05	<1	<1	9	<1	<50	<0.1	11	43	1	<1	247	1	<0.01	106	8	19000	null	<0.2	<0.01	230	<1	30	<1	<2	1	0.38	0.018	<0.5	0.052	7.5	2	0.1	15	<1	<0.02	5.7	<1	0.68	4	0.11	240	92	4.8	<2	29.8	<10	4400
Southern	Mui Wo River	MW2	7/26/2023	1	0.6	<50	0.17	0.06	<1	<1	6	<1	<50	<0.1	7	13	3.8	<1	113	<1	<0.01	105	8	15000	null	<0.2	<0.01	260	<1	20	<1	<2	<1	0.2	0.008	<0.5	0.048	7.4	2.5	0.1	20	<1	<0.02	5.6	<1	0.39	2	0.07	210	170	5.6	<2	29.5	<10	2800
Southern	Mui Wo River	MW2	8/17/2023	1	0.6	<50	0.19	<0.05	<1	1	18	<1	1700	<0.1	15	7900	1.5	<1	22151	2	<0.01	97	6.9	10000	null	0.4	<0.01	<50	<1	60	<1	4	4	0.16	0.011	<0.5	0.037	7.6	1	12.1	13	<1	<0.02	2.7	<1	0.34	4	0.05	18000	3300	2.8	<2	29.5	<10	3200
Southern	Mui Wo River	MW2	9/7/2023	1	0.6	<50	0.036	<0.05	<1	<1	7	<1	<50	<0.1	15	20	1.3	<1	131	<1	<0.01	99	8	33000	null	<0.2	<0.01	210	<1	<10	<1	<2	<1	0.13	0.02	<0.5	0.013	7	1.8	0.1	17	<1	<0.02	3.6	<1	0.34	3	0.07	190	130	6.5	<2	26.4	<10	1900
Southern	Mui Wo River	MW2	10/25/2023	1	0.2	<50	0.092	<0.05	<1	<1	6	<1	<50	<0.1	3	34	1.3	<1	197	<1	<0.01	104	8.7	5200	null	<0.2	<0.01	140	<1	10	<1	<2	<1	0.26	0.006	<0.5	0.03	7.4	0.4	0.1	17	<1	<0.02	2.6	<1	0.26	2	0.04	120	38	3	<2	24.2	<10	670
Southern	Mui Wo River	MW2	11/6/2023	1	1	<50	0.2	<0.05	<1	<1	7	<1	<50	<0.1	7	33	0.8	<1	184	<1	<0.01	110	8.9	7200	null	<0.2	<0.01	180	<1	10	<1	<2	<1	0.28	0.009	<0.5	0.057	7.4	1.7	0.1	17	<1	<0.02	3.5	<1	0.48	2	0.1	170	98	3.1	<2	25.7	<10	2300
Southern	Mui Wo River	MW2	12/16/2023	1	1.2	<50	0.27	<0.05	<1	<1	10	<1	160	<0.1	5	500	0.5	<1	1917	<1	<0.01	109	9.6	25000	null	<0.2	<0.01	130	<1	40	<1	<2	1	0.37	0.014	<0.5	0.05	7.7	<0.2	1.1	17	<1	<0.02	3.2	<1	0.45	2	0.09	1900	540	3.3	<2	21.4	10	7000
Southern	Mui Wo River	MW3	1/14/2023	1	0.3	<50	0.01	<0.05	<1	<1	15	<1	<50	<0.1	4	<10	0.8	<1	64	<1	<0.01	109	9.8	2900	0.024	<0.2	<0.01	<50	<1	<10	<1	<2	<1	0.37	0.003	<0.5	0.044	6.8	0.8	0	17	<1	<0.02	2	<1	0.16	1	0.07	500	210	1.5	<2	20.6	<10	260
Southern	Mui Wo River	MW3	2/2/2023	1	0.4	<50	0.026	<0.05	<1	<1	17	<1	<50	<0.1	8	21	3.5	<1	75	<1	<0.01	114	10.5	200	0.018	<0.2	<0.01	<50	<1	<10	<1	<2	<1	0.28	0.005	<0.5	0.037	6.9	3.9	0	17	<1	<0.02	1.3	<1	0.13	2	0.07	94	22	1.3	<2	19.4	<10	75
Southern	Mui Wo River	MW3	3/20/2023	1	3.5	<50	0.016	<0.05	<1	<1	20	<1	<50	<0.1	9	11	14	<1	85	<1	<0.01	69	6.1	120	0.015	<0.2	<0.01	<50	<1	10	<1	<2	1	0.3	0.007	<0.5	0.038	6.6	34	0	19	<1	<0.02	4.2	<1	0.19	2	0.08	130	20	1	<2	21.2	<10	53
Southern	Mui Wo River	MW3	4/22/2023	1	<0.1	<50	0.019	<0.05	<1	<1	18	<1	<50	<0.1	6	43	0.8	<1	63	<1	<0.01	93	8.1	8500	0.003	<0.2	<0.01	60	<1	<10	<1	<2	2	0.45	0.007	<0.5	0.035	7.1	1.1	0	14	<1	<0.02	1.7	<1	0.17	2	0.06	100	29	2.3	<2	21.7	<10	800
Southern	Mui Wo River	MW3	5/25/2023	1	0.3	<50	0.017	<0.05	<1	<1	13	<1	<50	<0.1	4	47	0.5	<1	54	<1	<0.01	103	8.6	1600	0.288	<0.2	<0.01	<50	<1	<10	<1	<2	<1	0.1	0.016	<0.5	<0.002	6.8	0.6	0	14	<1	<0.02	0.7	<1	0.11	2	0.04	100	22	0.9	<2	24.5	<10	310
Southern	Mui Wo River	MW3	6/12/2023	1	0.3	<50	0.012	<0.05	<1	<1	17	<1	<50	<0.1	3	<10	0.6	<1	61	<1	<0.01	101	8.2	12000	0.143	<0.2	<0.01	<50	<1	<10	<1	<2	1	0.34	<0.002	<0.5	0.017	6.7	1.3	0	14	<1	<0.02	1.1	<1	0.1	1	0.04	51	24	1	<2	26.4	<10	750
