Water Control Zone	River	Station	Dates	Sample No	5-Day Biochemical Oxygen Demand (mg/L)	Aluminium (?g/L)	Ammonia-Nitrogen (mg/L)	Anionic Surfactants (as Manoxol OT) (mg/L)	Antimony (?g/L)	Arsenic (?g/L)	Barium (?g/L)	Beryllium (?g/L)	Boron (?g/L)	Cadmium (?g/L)	Chemical Oxygen Demand (mg/L)	Chloride (mg/L)	Chlorophyll-?? (mg/m³)	Chromium (?g/L)	Conductivity (?S/cm)	Copper (?g/L)	Cyanide (mg/L)	Dissolved Oxygen (%saturation)	Dissolved Oxygen (mg/L)	Faecal Coliforms (counts/100mL)	Flow (m³/s)	Fluoride (mg/L)	Free Hydrogen Sulphide (mg/L)	Iron (?g/L)	Lead (?g/L)	Manganese (?g/L)	Mercury (?g/L)	Molybdenum (?g/L)	Nickel (?g/L)	Nitrate-Nitrogen (mg/L)	Nitrite-Nitrogen (mg/L)	Oil and Grease (mg/L)	Orthophosphate Phosphorus (mg/L)	pH	Phaeopigment (mg/m³)	Salinity (psu)	Silica (as SiO?) (mg/L)	Silver (?g/L)	Sulphide (mg/L)	Suspended solids (mg/L)	Thallium (?g/L)	Total Kjeldahl Nitrogen (mg/L)	Total Organic Carbon (mg/L)	Total Phosphorus (mg/L)	Total Solids (mg/L)	Total Volatile Solids (mg/L)	Turbidity (NTU)	Vanadium (?g/L)	Water Temperature (°C)	Zinc (?g/L)	??. ????????  (counts/100mL)
North Western	Tung Chung River	TC2	5/25/2023	1	0.7	<50	0.013	<0.05	<1	1	14	<1	<50	<0.1	11	140	0.3	<1	148	<1	<0.01	94	7.4	1600	0.8	<0.2	<0.01	80	<1	10	<1	<2	<1	0.018	0.015	<0.5	<0.002	7.4	<0.2	0.1	18	<1	<0.02	11	<1	0.13	5	0.04	280	46	1.2	<2	27.7	20	210
North Western	Tung Chung River	TC2	6/12/2023	1	0.2	<50	0.012	<0.05	<1	1	17	<1	<50	<0.1	6	<10	1.2	<1	108	<1	<0.01	92	7.2	3700	0.176	<0.2	<0.01	70	<1	20	<1	<2	1	0.14	0.004	<0.5	0.02	7.3	1.3	0.1	20	<1	<0.02	11	<1	0.2	3	0.03	100	78	1.4	<2	28	<10	340
North Western	Tung Chung River	TC2	7/26/2023	1	0.6	<50	0.018	<0.05	<1	1	11	<1	<50	<0.1	5	<10	2.3	<1	78	<1	<0.01	99	7.6	13000	0.423	<0.2	<0.01	110	<1	10	<1	<2	<1	0.11	0.004	<0.5	0.019	7	2.1	0	19	<1	<0.02	4.3	<1	0.21	2	0.03	100	83	4.7	<2	29.4	<10	840
North Western	Tung Chung River	TC2	8/17/2023	1	0.6	<50	0.023	<0.05	<1	1	11	<1	<50	<0.1	9	<10	2.6	<1	113	<1	<0.01	95	7.3	570	0.21	<0.2	<0.01	140	<1	10	<1	<2	<1	0.15	0.004	<0.5	0.026	7.4	<0.2	0.1	20	<1	<0.02	270	<1	0.14	3	0.03	98	26	1.6	<2	29.2	<10	110
North Western	Tung Chung River	TC2	9/7/2023	1	0.5	<50	0.017	<0.05	<1	<1	11	<1	<50	<0.1	14	<10	0.6	<1	70	<1	<0.01	97	7.8	6900	1.24	<0.2	<0.01	90	<1	<10	<1	<2	<1	0.1	0.008	<0.5	0.006	7.1	<0.2	0	18	<1	<0.02	1.6	<1	0.22	2	0.03	100	52	1.7	<2	26	<10	900
North Western	Tung Chung River	TC2	10/25/2023	1	0.3	<50	0.034	<0.05	<1	<1	8	<1	<50	<0.1	6	<10	0.9	<1	76	<1	<0.01	101	8.4	3500	3.09	<0.2	<0.01	90	<1	10	<1	<2	<1	0.13	0.005	<0.5	0.017	7.5	0.5	0	16	<1	<0.02	2.8	<1	0.16	1	0.02	48	11	1.8	<2	24.4	<10	530
North Western	Tung Chung River	TC2	11/6/2023	1	0.8	<50	0.012	<0.05	<1	1	9	<1	<50	<0.1	8	<10	1.9	<1	66	<1	<0.01	98	8	1500	0.762	<0.2	<0.01	100	<1	10	<1	<2	<1	0.18	0.005	<0.5	0.021	7.3	<0.2	0	16	<1	<0.02	11	<1	0.32	1	0.05	100	18	1.4	<2	25.7	<10	440
North Western	Tung Chung River	TC2	12/16/2023	1	0.5	<50	0.01	<0.05	<1	1	11	<1	<50	<0.1	6	<10	1.6	<1	83	<1	<0.01	96	8.7	1700	0.224	<0.2	<0.01	70	<1	10	<1	<2	2	0.27	0.006	<0.5	0.026	7.4	<0.2	0	17	<1	<0.02	3.8	<1	0.07	1	0.03	130	74	2.2	<2	20.4	10	310
North Western	Tung Chung River	TC3	1/14/2023	1	7.8	<50	1.7	0.25	<1	1	15	<1	<50	<0.1	15	<10	0.6	<1	144	<1	<0.01	88	7.6	71000	0.022	<0.2	<0.01	<50	<1	<10	<1	<2	1	0.24	0.035	<0.5	0.11	7.5	<0.2	0.1	15	<1	<0.02	2.9	<1	2.3	4	0.21	100	38	4.9	<2	22.7	<10	21000
North Western	Tung Chung River	TC3	2/2/2023	1	8.5	<50	2.6	0.63	<1	1	13	<1	<50	<0.1	11	<10	1	<1	159	1	<0.01	90	7.8	20000	0.016	<0.2	<0.01	<50	<1	10	<1	<2	1	0.19	0.031	<0.5	0.16	8.1	1.6	0.1	13	<1	<0.02	1.4	<1	3.1	5	0.25	130	50	3	<2	22.4	<10	9100
North Western	Tung Chung River	TC3	3/20/2023	1	13	<50	1.7	0.57	<1	2	14	<1	<50	<0.1	33	12	2.8	<1	186	1	<0.01	92	7.4	180000	0.014	<0.2	<0.01	60	<1	20	<1	<2	1	0.19	0.035	<0.5	0.092	7.9	3.7	0.1	12	<1	<0.02	5.4	<1	2.9	16	0.27	190	120	4.7	<2	26.2	<10	88000
North Western	Tung Chung River	TC3	4/22/2023	1	9.3	<50	1.5	0.43	<1	2	16	<1	<50	<0.1	33	11	0.8	<1	151	1	<0.01	101	8.2	230000	0.046	<0.2	<0.01	60	<1	<10	<1	<2	2	0.29	0.06	1.3	0.068	8	0.8	0.1	15	<1	<0.02	5.6	<1	2.1	6	0.19	83	38	3.6	<2	25.6	<10	33000
North Western	Tung Chung River	TC3	5/25/2023	1	6.2	<50	1.4	0.64	<1	1	15	<1	<50	<0.1	13	12	0.9	<1	137	1	<0.01	97	7.5	190000	0.047	<0.2	<0.01	<50	<1	<10	<1	<2	<1	0.34	0.049	<0.5	0.016	7.9	<0.2	0.1	14	<1	<0.02	2.2	<1	1.6	5	0.14	76	35	4.1	<2	28.3	20	100000
North Western	Tung Chung River	TC3	6/12/2023	1	23	<50	0.7	<0.05	<1	1	16	<1	<50	<0.1	15	<10	0.8	<1	112	1	<0.01	101	7.8	120000	0.09	<0.2	<0.01	<50	<1	10	<1	<2	1	0.26	0.043	2.1	0.084	7.7	1.1	0.1	17	<1	<0.02	8	<1	1.3	4	0.11	120	28	5.9	<2	28.8	<10	68000
North Western	Tung Chung River	TC3	7/26/2023	1	2.4	<50	0.64	0.12	<1	1	13	<1	<50	<0.1	7	<10	1.3	<1	77	<1	<0.01	110	8.2	64000	0.061	<0.2	<0.01	<50	<1	<10	<1	<2	<1	0.12	0.02	<0.5	0.064	7.8	1	0	17	<1	<0.02	1.5	<1	0.82	2	0.09	73	34	1.1	<2	30.5	<10	14000
North Western	Tung Chung River	TC3	8/17/2023	1	3.9	<50	0.73	0.21	<1	2	12	<1	<50	<0.1	11	15	0.9	<1	94	<1	<0.01	101	7.6	110000	0.036	<0.2	<0.01	60	<1	<10	<1	<2	<1	0.16	0.025	<0.5	0.067	7.9	0.9	0	17	<1	<0.02	250	<1	1	3	0.08	71	26	1.8	<2	30.5	<10	32000
North Western	Tung Chung River	TC3	9/7/2023	1	0.7	<50	0.15	<0.05	<1	<1	11	<1	<50	<0.1	9	<10	0.6	<1	55	<1	<0.01	101	8.2	20000	0.279	<0.2	<0.01	<50	<1	<10	<1	<2	<1	0.18	0.009	<0.5	0.007	7.3	0.2	0	15	<1	<0.02	0.6	<1	0.43	2	0.04	50	16	1.6	<2	26.1	<10	6600
North Western	Tung Chung River	TC3	10/25/2023	1	3.2	<50	0.63	0.15	<1	1	12	<1	<50	<0.1	10	<10	1.9	<1	83	<1	<0.01	103	8.5	38000	0.053	<0.2	<0.01	60	<1	10	<1	<2	<1	0.12	0.017	<0.5	0.14	7.4	<0.2	0	13	<1	<0.02	2	<1	1	2	0.17	58	30	1.4	<2	25.1	<10	15000
North Western	Tung Chung River	TC3	11/6/2023	1	8.2	<50	0.62	0.34	<1	1	12	<1	<50	<0.1	8	<10	1.4	<1	73	<1	<0.01	105	8.3	60000	0.058	<0.2	<0.01	60	<1	<10	<1	<2	<1	0.11	0.028	0.7	0.056	7.4	0.7	0	13	<1	<0.02	3.9	<1	1.5	3	0.19	81	12	2.9	<2	27	<10	8000
North Western	Tung Chung River	TC3	12/16/2023	1	6.1	<50	1.2	0.3	<1	1	11	<1	<50	<0.1	12	<10	1.9	<1	90	1	<0.01	104	9.2	76000	0.05	<0.2	<0.01	50	<1	10	<1	<2	1	0.16	0.035	<0.5	0.11	8	1.3	0	14	<1	<0.02	2.5	<1	1.7	3	0.16	130	93	2.5	<2	21.2	20	30000
North Western	Tuen Mun River	TN1	1/11/2023	1	33	<50	9.4	1	<1	1	21	<1	220	<0.1	40	750	1.9	<1	2685	1	<0.01	35	3.2	210000	0.08	0.4	<0.01	100	<1	100	<1	3	3	0.018	<0.002	1	0.57	7.5	1	1.6	11	<1	0.03	9.4	<1	9.9	12	0.82	1900	310	17.4	<2	20.2	10	90000
North Western	Tuen Mun River	TN1	2/6/2023	1	19	<50	7	0.92	<1	<1	21	<1	200	<0.1	44	870	3.6	<1	3116	2	<0.01	40	3.6	250000	0.137	0.4	<0.01	90	<1	70	<1	2	2	<0.002	0.003	1.3	0.55	7.5	2.6	1.8	10	<1	0.04	10	<1	9.5	14	0.86	2400	380	7.4	<2	20.1	10	80000
North Western	Tuen Mun River	TN1	3/13/2023	1	23	<50	6.4	1	<1	<1	24	<1	290	<0.1	27	690	6.4	<1	2846	1	<0.01	32	2.8	210000	0.236	0.4	<0.01	160	<1	110	<1	3	3	0.27	0.27	1.1	0.5	7.5	2.8	1.6	10	<1	0.04	12	<1	9.4	10	0.8	2200	480	8.4	<2	20.4	<10	110000
North Western	Tuen Mun River	TN1	4/14/2023	1	16	<50	5.6	0.67	<1	1	33	<1	260	<0.1	21	760	5.9	<1	3074	<1	<0.01	55	4.4	290000	0.36	0.5	<0.01	<50	<1	230	<1	3	4	0.76	0.17	<0.5	0.46	7.6	1.9	1.6	11	<1	<0.02	30	<1	6.3	7	0.72	2200	280	63.3	<2	25.9	<10	110000
North Western	Tuen Mun River	TN1	5/8/2023	1	9	<50	2.5	0.18	1	2	14	<1	60	<0.1	25	190	0.6	<1	767	4	<0.01	86	7.3	680000	0.288	<0.2	<0.01	110	<1	40	<1	2	2	1.5	0.097	<0.5	0.27	7.7	1.7	0.4	5.2	<1	<0.02	33	<1	3.4	12	0.39	530	160	35.5	<2	23.5	40	170000
North Western	Tuen Mun River	TN1	6/9/2023	1	8.4	<50	4.4	0.16	<1	1	23	<1	160	<0.1	22	610	1.6	<1	2425	2	<0.01	83	6.3	230000	0.15	0.4	<0.01	<50	<1	90	<1	4	2	1.1	0.21	0.7	0.42	7.7	1.4	1.1	13	<1	<0.02	7	<1	5.2	9	0.53	1400	240	6.9	<2	29.1	10	80000
North Western	Tuen Mun River	TN1	7/10/2023	1	21	<50	5.1	0.66	<1	<1	21	<1	180	<0.1	21	630	3.3	<1	2623	2	<0.01	54	4	570000	0.166	0.5	<0.01	70	<1	70	<1	3	2	1	0.18	<0.5	0.44	7.6	3.1	1.2	14	<1	0.02	6.2	<1	6	9	0.58	1500	240	3.7	<2	31	<10	80000
North Western	Tuen Mun River	TN1	8/2/2023	1	13	<50	4.2	0.09	<1	2	27	<1	230	<0.1	21	700	3.4	<1	3164	2	<0.01	60	4.5	390000	0.221	0.4	<0.01	<50	<1	100	<1	4	1	0.88	0.22	<0.5	0.4	7.5	0.8	1.5	17	<1	<0.02	6.6	<1	5.1	9	0.48	3300	490	25.3	<2	30.4	<10	99000
North Western	Tuen Mun River	TN1	9/6/2023	1	11	<50	3.6	0.34	<1	1	28	<1	230	<0.1	25	710	0.6	<1	3288	1	<0.01	68	5.2	310000	0.923	0.4	<0.01	<50	<1	140	<1	3	2	0.93	0.16	<0.5	0.18	7.4	0.5	1.6	8.9	<1	<0.02	6.3	<1	4.7	7	0.46	1800	340	8.8	<2	29.1	10	46000
North Western	Tuen Mun River	TN1	10/12/2023	1	14	<50	4.1	0.76	<1	1	21	<1	210	<0.1	22	990	0.2	<1	3167	1	<0.01	59	4.7	380000	0.63	0.5	<0.01	<50	<1	110	<1	3	2	0.78	0.14	<0.5	0.31	7.4	<0.2	1.6	14	<1	<0.02	7.4	<1	6.1	8	0.41	2000	340	6.8	<2	27	20	90000
North Western	Tuen Mun River	TN1	11/2/2023	1	12	<50	5.9	1	<1	<1	21	<1	180	<0.1	17	620	4.2	<1	2926	1	<0.01	42	3.4	170000	0.278	0.4	<0.01	110	<1	100	<1	3	2	0.61	0.14	<0.5	0.37	7.4	1.5	1.5	10	<1	0.04	24	<1	7.1	8	0.61	1600	340	8.1	<2	25.9	<10	58000
North Western	Tuen Mun River	TN1	12/15/2023	1	38	<50	5.8	1	<1	<1	22	<1	200	<0.1	33	740	1.8	<1	2832	<1	<0.01	43	3.5	1000000	0.432	0.4	<0.01	50	<1	120	<1	2	2	0.14	0.24	0.8	0.5	7.3	1.9	1.5	13	<1	0.04	36	<1	11	11	1.1	1700	220	14.9	<2	25.4	20	120000
North Western	Tuen Mun River	TN2	1/11/2023	1	15	<50	8.2	0.6	<1	1	14	<1	<50	<0.1	39	22	3.7	<1	319	2	<0.01	67	6.1	660000	0.01	0.4	<0.01	70	<1	80	<1	4	2	1.1	0.1	<0.5	0.85	7.6	2.1	0.2	12	<1	0.03	2.2	<1	9.9	8	1.1	210	31	6.1	<2	20.6	10	610000
North Western	Tuen Mun River	TN2	2/6/2023	1	14	<50	5	0.79	<1	<1	15	<1	<50	<0.1	24	19	2.1	<1	292	1	<0.01	82	7.3	310000	0.006	0.4	<0.01	70	<1	80	<1	5	2	1	0.078	0.6	0.46	7.5	2.9	0.2	11	<1	<0.02	4.7	<1	6.2	11	0.67	230	39	5.2	<2	21	<10	200000
North Western	Tuen Mun River	TN2	3/13/2023	1	14	<50	4.8	0.82	<1	1	19	<1	60	<0.1	24	56	2.7	<1	339	2	<0.01	66	5.8	250000	0.008	0.4	<0.01	70	<1	80	<1	9	1	1.4	0.21	1.1	0.48	7.7	1.6	0.2	14	<1	0.02	9.1	<1	7.1	9	0.62	290	150	12.9	<2	21.2	10	120000
North Western	Tuen Mun River	TN2	4/14/2023	1	12	50	0.67	0.23	<1	1	16	<1	50	<0.1	22	18	24	2	389	3	<0.01	141	11.4	240000	0.015	0.8	<0.01	60	<1	20	<1	33	2	4.3	0.77	<0.5	0.05	9.2	3.7	0.2	16	<1	<0.02	33	<1	1.5	11	0.27	400	160	45.5	3	26	<10	190000
North Western	Tuen Mun River	TN2	5/8/2023	1	6.5	180	0.74	0.09	1	1	6	<1	<50	<0.1	24	12	1.1	4	248	4	<0.01	94	8	220000	0.087	0.6	<0.01	<50	<1	<10	<1	28	<1	1.3	0.61	<0.5	0.07	9.9	0.9	0.1	12	<1	<0.02	54	<1	0.98	11	0.21	330	120	64.7	4	23.7	<10	42000
North Western	Tuen Mun River	TN2	6/9/2023	1	2.4	60	1.2	<0.05	<1	<1	11	<1	<50	<0.1	11	16	0.8	1	204	1	<0.01	94	7.1	56000	0.045	0.4	<0.01	<50	<1	40	<1	7	1	1.5	0.1	<0.5	0.15	7.6	0.6	0.1	15	<1	0.02	19	<1	2	5	0.23	150	78	16.6	<2	30.1	<10	31000
North Western	Tuen Mun River	TN2	7/10/2023	1	4.1	60	2.4	0.21	<1	<1	11	<1	<50	<0.1	10	28	1.7	<1	221	<1	<0.01	119	8.7	94000	0.024	0.4	<0.01	50	<1	30	<1	7	1	1.3	0.098	<0.5	0.28	7.7	1.4	0.1	21	<1	<0.02	12	<1	2.7	5	0.3	120	48	16.2	<2	31.8	<10	58000
North Western	Tuen Mun River	TN2	8/2/2023	1	3.7	180	1.3	<0.05	<1	<1	15	<1	<50	<0.1	13	<10	0.3	2	257	2	<0.01	90	6.8	87000	0.059	0.4	<0.01	<50	<1	20	<1	9	<1	1.6	0.068	<0.5	0.18	9.5	<0.2	0.1	19	<1	<0.02	8.5	<1	1.7	4	0.22	200	50	17.5	<2	30	<10	42000
North Western	Tuen Mun River	TN2	9/6/2023	1	1.5	70	0.54	0.08	<1	<1	7	<1	<50	<0.1	22	<10	0.6	<1	190	<1	<0.01	97	7.6	56000	0.082	0.3	<0.01	<50	<1	20	<1	4	<1	0.89	0.042	<0.5	0.065	7.6	0.9	0.1	19	<1	<0.02	3	<1	1.3	4	0.13	94	38	5.8	<2	28.3	<10	34000
North Western	Tuen Mun River	TN2	10/12/2023	1	1.5	170	0.45	0.09	<1	<1	10	<1	<50	<0.1	10	<10	0.3	3	173	<1	<0.01	95	7.8	55000	0.177	0.3	<0.01	<50	<1	<10	<1	6	1	0.81	0.022	<0.5	0.093	9.6	<0.2	0.1	15	<1	<0.02	32	<1	1.1	2	0.14	150	79	7.9	<2	25.3	<10	46000
North Western	Tuen Mun River	TN2	11/2/2023	1	6.9	260	1.2	0.43	<1	<1	43	<1	<50	<0.1	22	<10	0.5	7	286	2	<0.01	84	6.9	4400	0.012	0.3	<0.01	120	<1	10	<1	15	1	0.72	0.048	<0.5	0.1	10.6	0.4	0.1	18	<1	<0.02	6.7	<1	2.4	10	0.28	230	90	9.5	<2	25.5	<10	1300
North Western	Tuen Mun River	TN2	12/15/2023	1	26	120	3.1	0.42	<1	1	10	<1	<50	<0.1	30	12	2.7	3	313	3	<0.01	77	6.4	1200000	0.021	0.4	<0.01	<50	<1	70	<1	11	2	0.2	0.021	0.8	0.039	8.6	<0.2	0.2	3.9	<1	0.04	24	<1	4.7	14	0.52	200	49	14.3	3	25.1	10	1100000
North Western	Tuen Mun River	TN3	1/11/2023	1	6.5	50	0.65	<0.05	<1	2	20	<1	3300	<0.1	13	18000	1.2	1	35980	3	<0.01	67	5.3	15000	null	0.8	<0.01	<50	<1	60	<1	10	6	0.32	0.044	<0.5	0.031	7.9	1.3	25.8	3.3	<1	<0.02	3.4	<1	1	4	0.12	35000	4600	2.7	3	19.4	10	7800
North Western	Tuen Mun River	TN3	2/6/2023	1	3.9	60	0.52	0.12	<1	2	21	<1	1600	<0.1	13	14000	4.8	<1	29744	3	<0.01	80	6.6	10000	null	0.7	<0.01	<50	<1	50	<1	8	5	0.35	0.052	<0.5	<0.002	8.1	2.3	21.2	3.3	<1	<0.02	6	<1	0.78	5	0.1	32000	6100	1.7	4	18.8	<10	4600
North Western	Tuen Mun River	TN3	3/13/2023	1	3.8	<50	0.39	<0.05	<1	2	19	<1	3300	<0.1	7	17000	2.5	2	36502	4	<0.01	71	5.5	19000	null	0.7	<0.01	<50	<1	40	<1	10	6	0.31	0.029	<0.5	0.007	7.9	0.6	25.8	2.1	<1	<0.02	5.1	<1	0.63	2	0.08	37000	6800	2.1	4	20.1	10	7300
North Western	Tuen Mun River	TN3	4/14/2023	1	1.8	110	0.64	0.05	<1	2	28	<1	2700	<0.1	23	9900	5.6	2	29465	3	<0.01	67	5.1	45000	null	0.7	<0.01	80	<1	100	<1	8	6	0.5	0.061	<0.5	0.026	7.7	1.3	18.6	4.2	<1	<0.02	18	<1	0.83	5	0.1	27000	4500	2	5	24.1	<10	5100
North Western	Tuen Mun River	TN3	5/8/2023	1	3.2	<50	0.38	<0.05	<1	2	18	<1	1500	<0.1	32	9000	1.5	1	24152	3	<0.01	77	5.9	220000	null	0.5	<0.01	<50	<1	70	<1	6	4	0.71	0.034	<0.5	0.017	7.9	0.8	14.8	1.5	<1	<0.02	4.1	<1	0.88	10	0.1	21000	3700	5.7	3	24.4	20	51000
North Western	Tuen Mun River	TN3	6/9/2023	1	1.2	<50	0.39	0.07	<1	<1	20	<1	860	<0.1	15	4700	0.9	<1	14469	2	<0.01	68	5.1	210000	null	0.4	<0.01	<50	<1	70	<1	5	3	0.54	0.053	<0.5	0.036	7.8	0.9	7.8	6.8	<1	<0.02	3.3	<1	1	4	0.1	11000	1900	3.2	<2	28.4	10	39000
North Western	Tuen Mun River	TN3	7/10/2023	1	1.8	50	0.41	<0.05	<1	1	26	<1	1200	<0.1	25	5300	5.7	<1	16754	2	<0.01	68	4.9	28000	null	0.6	<0.01	<50	<1	90	<1	5	2	0.53	0.06	<0.5	0.024	7.5	2.8	8.9	10	<1	<0.02	1.9	<1	0.74	7	0.06	13000	2800	1.3	<2	29.8	<10	3300
North Western	Tuen Mun River	TN3	8/2/2023	1	1.4	<50	0.56	<0.05	<1	2	23	<1	1700	<0.1	21	7400	1.1	1	23928	2	<0.01	69	4.9	81000	null	0.6	<0.01	<50	<1	90	<1	7	2	0.49	0.067	<0.5	0.07	7.5	<0.2	13.3	10	<1	<0.02	2.7	<1	0.84	5	0.1	19000	3800	2.6	3	29.1	<10	20000
North Western	Tuen Mun River	TN3	9/6/2023	1	0.9	<50	0.43	<0.05	<1	1	20	<1	1300	<0.1	17	5800	1.1	1	16613	1	<0.01	77	5.7	130000	null	0.6	<0.01	<50	<1	110	<1	5	3	0.54	0.042	<0.5	0.038	7.5	0.4	9.1	12	<1	<0.02	1.9	<1	0.9	4	0.1	14000	2500	2.2	2	28.2	<10	18000
North Western	Tuen Mun River	TN3	10/12/2023	1	1.2	<50	0.48	<0.05	<1	1	24	<1	1500	<0.1	13	6000	0.3	1	18575	2	<0.01	80	6.1	100000	null	0.6	<0.01	<50	<1	130	<1	6	4	0.53	0.025	<0.5	0.056	7.6	<0.2	10.6	11	<1	<0.02	17	<1	1.1	3	0.09	15000	2700	3.3	<2	26.6	50	28000
North Western	Tuen Mun River	TN3	11/2/2023	1	1.1	60	0.37	<0.05	<1	2	21	<1	2500	<0.1	21	12000	4.1	1	34468	4	<0.01	75	5.3	13000	null	0.6	<0.01	<50	<1	80	<1	8	6	0.32	0.048	<0.5	0.015	7.5	2.3	20.6	5.5	<1	<0.02	4.9	<1	0.6	4	0.08	31000	6900	3.4	6	27.2	<10	3100
North Western	Tuen Mun River	TN3	12/15/2023	1	1.9	60	0.49	0.06	<1	2	20	<1	2800	<0.1	15	15000	5.5	<1	37002	3	<0.01	67	4.9	9000	null	0.8	<0.01	<50	<1	80	<1	9	6	0.31	0.037	<0.5	0.009	7.3	<0.2	23.6	3.6	<1	<0.02	3.3	<1	0.77	3	0.18	37000	5500	2.5	3	24.6	10	790
North Western	Tuen Mun River	TN4	1/11/2023	1	0.8	<50	1	<0.05	<1	2	26	<1	1700	<0.1	22	11000	1.4	2	29970	3	<0.01	54	4.4	83000	null	0.7	<0.01	<50	<1	120	<1	8	6	0.48	0.051	<0.5	0.068	7.6	2.1	21.2	5.2	<1	<0.02	3.9	<1	1.8	5	0.14	29000	4800	2.7	2	19.2	10	37000
North Western	Tuen Mun River	TN4	2/6/2023	1	8	70	0.61	0.11	<1	2	26	<1	1500	<0.1	30	14000	5.3	<1	31180	4	<0.01	74	6	140000	null	0.7	<0.01	<50	<1	100	<1	9	6	0.29	0.048	<0.5	<0.002	8	2.2	22.3	3.2	<1	<0.02	9.6	<1	1.2	5	0.11	32000	6100	3.8	4	18.8	10	80000
North Western	Tuen Mun River	TN4	3/13/2023	1	2.9	<50	0.36	0.09	<1	2	20	<1	3100	<0.1	7	18000	2.2	1	33882	4	<0.01	68	5.4	72000	null	0.7	<0.01	50	<1	50	<1	9	6	0.35	0.028	<0.5	0.007	7.9	0.4	23.8	2.3	<1	<0.02	3.2	<1	0.66	3	0.08	37000	8100	2.5	3	20	<10	44000
North Western	Tuen Mun River	TN4	4/14/2023	1	2	60	0.63	0.06	<1	2	28	<1	1900	<0.1	15	10000	4.9	2	22521	3	<0.01	64	5	110000	null	0.7	<0.01	70	<1	120	<1	6	5	0.64	0.06	<0.5	0.047	7.6	0.7	14	5.6	<1	<0.02	2	<1	0.9	4	0.11	22000	3900	2	3	23.6	<10	38000
North Western	Tuen Mun River	TN4	5/8/2023	1	2.9	<50	1.1	<0.05	<1	1	27	<1	840	<0.1	28	5300	1.9	<1	13427	2	<0.01	68	5.5	1300000	null	0.5	<0.01	<50	<1	130	<1	5	3	0.83	0.089	<0.5	0.016	7.7	1.2	8	3.8	<1	<0.02	6	<1	1.5	9	0.08	13000	2400	5.8	2	23.3	10	130000
North Western	Tuen Mun River	TN4	6/9/2023	1	1.5	60	0.38	<0.05	<1	<1	19	<1	690	<0.1	23	3700	1.2	<1	12715	2	<0.01	70	5.3	460000	null	0.4	<0.01	<50	<1	50	<1	4	3	0.54	0.05	<0.5	0.039	7.9	0.5	7	6.5	<1	<0.02	3.6	<1	1.2	4	0.12	10000	1800	4	<2	27.1	10	80000
North Western	Tuen Mun River	TN4	7/10/2023	1	1.7	80	0.34	<0.05	<1	<1	26	<1	410	0.1	25	1600	6.8	<1	5548	2	<0.01	103	7.8	380000	null	0.6	<0.01	<50	<1	90	<1	4	2	0.54	0.06	<0.5	0.021	7.9	2.6	2.7	13	<1	<0.02	4.9	<1	0.8	6	0.07	3700	750	2	<2	29.5	<10	27000
North Western	Tuen Mun River	TN4	8/2/2023	1	0.9	<50	0.82	<0.05	<1	1	22	<1	1200	<0.1	21	4000	0.3	<1	15531	2	<0.01	75	5.6	140000	null	0.5	<0.01	<50	<1	100	<1	7	2	0.85	0.077	<0.5	0.094	7.6	<0.2	8.5	15	<1	<0.02	2.4	<1	1	4	0.12	11000	2300	3.4	<2	28.2	<10	26000
North Western	Tuen Mun River	TN4	9/6/2023	1	0.6	120	0.22	<0.05	<1	<1	19	<1	830	<0.1	15	4400	1.4	<1	14215	1	<0.01	111	8.3	29000	null	0.6	<0.01	<50	<1	70	<1	4	2	0.56	0.031	<0.5	0.017	7.7	0.5	7.6	12	<1	<0.02	3.9	<1	0.63	4	0.07	9700	1700	2.4	2	28.5	<10	4200
North Western	Tuen Mun River	TN4	10/12/2023	1	0.8	<50	0.94	<0.05	<1	<1	21	<1	1200	<0.1	16	5000	0.2	1	16862	2	<0.01	76	5.8	49000	null	0.5	<0.01	<50	<1	130	<1	6	3	0.55	0.049	<0.5	0.065	7.5	<0.2	9.7	11	<1	<0.02	20	<1	1.6	3	0.13	14000	2500	3.3	<2	25.8	<10	16000
North Western	Tuen Mun River	TN4	11/2/2023	1	1.2	<50	0.33	<0.05	<1	1	27	<1	1200	<0.1	17	5200	3.7	1	15652	2	<0.01	91	7	54000	null	0.5	<0.01	70	<1	170	<1	6	4	0.4	0.026	<0.5	0.006	7.6	2.5	9	9.8	<1	<0.02	5	<1	0.76	3	0.07	13000	2400	1.9	3	25.7	<10	4500
North Western	Tuen Mun River	TN4	12/15/2023	1	2.1	<50	0.66	0.05	<1	1	25	<1	1900	<0.1	22	11000	8.8	<1	27174	2	<0.01	65	5	14000	null	0.7	<0.01	<50	<1	190	<1	7	5	0.39	0.027	<0.5	0.01	7.4	1	17.2	5.7	<1	<0.02	3.2	<1	1	4	0.16	24000	3800	3.5	2	23.6	10	3400
North Western	Tuen Mun River	TN5	1/11/2023	1	1.8	<50	0.64	<0.05	<1	2	23	<1	1800	<0.1	13	13000	1	1	31632	4	<0.01	63	5.1	19000	null	0.7	<0.01	<50	<1	80	<1	9	5	0.44	0.044	<0.5	0.026	7.9	0.9	22.5	4.6	<1	<0.02	2.2	<1	1.1	4	0.13	28000	4700	2.7	3	19.3	10	9000
