"Water Control Zone","River","Station","Dates","Sample No","5-Day Biochemical Oxygen Demand (mg/L)","Aluminium (μg/L)","Ammonia-Nitrogen (mg/L)","Anionic Surfactants (as Manoxol OT) (mg/L)","Antimony (μg/L)","Arsenic (μg/L)","Barium (μg/L)","Beryllium (μg/L)","Boron (μg/L)","Cadmium (μg/L)","Chemical Oxygen Demand (mg/L)","Chloride (mg/L)","Chlorophyll-𝘢 (mg/m³)","Chromium (μg/L)","Conductivity (μS/cm)","Copper (μg/L)","Cyanide (mg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","Faecal Coliforms (counts/100mL)","Flow (m³/s)","Fluoride (mg/L)","Free Hydrogen Sulphide (mg/L)","Iron (μg/L)","Lead (μg/L)","Manganese (μg/L)","Mercury (μg/L)","Molybdenum (μg/L)","Nickel (μg/L)","Nitrate-Nitrogen (mg/L)","Nitrite-Nitrogen (mg/L)","Oil and Grease (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeopigment (mg/m³)","Salinity (psu)","Silica (as SiO₂) (mg/L)","Silver (μg/L)","Sulphide (mg/L)","Suspended solids (mg/L)","Thallium (μg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Organic Carbon (mg/L)","Total Phosphorus (mg/L)","Total Solids (mg/L)","Total Volatile Solids (mg/L)","Turbidity (NTU)","Vanadium (μg/L)","Water Temperature (°C)","Zinc (μg/L)","𝐸. 𝑐𝑜𝑙𝑖  (counts/100mL)"
"Deep Bay","Sheung Pak Nai Stream","DB5","2022-10-24","1","1.3","<50","0.019","<0.05","<1","<1","4","<1","<50","<0.1","3","<10","1","<1","83","<1","<0.01","100","8","2600","0.107","<0.2","<0.01","100","<1","40","<1","<2","<1","0.16","0.005","<0.5","0.007","7.1","<0.2","0","23","<1","<0.02","1.6","<1","0.12","<1","0.02","70","30","5.8","<2","26.9","<10","180"
"Deep Bay","Sheung Pak Nai Stream","DB5","2022-11-04","1","0.3","<50","0.029","0.06","<1","<1","5","<1","<50","<0.1","8","<10","0.7","<1","91","<1","<0.01","97","8.2","9000","0.078","0.2","<0.01","160","1","30","<1","<2","1","0.2","0.005","<0.5","0.009","7.5","<0.2","0","23","<1","<0.02","15","<1","0.16","2","0.02","160","120","37.3","<2","24","<10","3700"
"Deep Bay","Sheung Pak Nai Stream","DB5","2022-12-01","1","1","<50","0.014","<0.05","<1","<1","5","<1","<50","<0.1","2","10","0.2","<1","92","<1","<0.01","98","9.1","7500","0.139","0.2","<0.01","100","<1","40","<1","<2","<1","0.18","<0.002","<0.5","0.005","7.1","0.2","0.1","20","<1","<0.02","13","<1","0.12","<1","<0.02","72","32","3.9","<2","19.2","<10","460"
"Deep Bay","Ngau Hom Sha Stream","DB6","2022-01-03","1","0.4","<50","0.19","<0.05","<1","<1","10","<1","55","<0.1","3","170","3.7","<1","636","<1","<0.01","105","9.5","860","0.007","0.2","<0.01","80","<1","119","<1","<2","1","0.24","0.004","<0.5","0.048","7.1","2.5","0.3","20","<1","<0.02","1.7","<1","0.46","1","0.1","470","94","4.5","<2","20.3","<10","230"
"Deep Bay","Ngau Hom Sha Stream","DB6","2022-02-24","1","0.3","<50","0.13","<0.05","<1","<1","7","<1","<50","<0.1","7","15","2.4","<1","90","<1","<0.01","97","9.8","320","0.009","<0.2","<0.01","<50","<1","89","<1","<2","4","0.24","0.012","<0.5","0.04","7.1","<0.2","0.1","14","<1","<0.02","11","<1","0.33","1","0.09","95","43","6.4","<2","14.7","12","210"
"Deep Bay","Ngau Hom Sha Stream","DB6","2022-04-29","1","0.8","<50","0.11","<0.05","<1","<1","5","<1","<50","<0.1","7","<10","1.1","<1","92","1","<0.01","102","7.8","3400","0.013","0.2","<0.01","188","<1","70","<1","<2","1","0.063","0.002","<0.5","0.12","7.1","0.9","0","16","<1","<0.02","0.9","<1","0.28","1","0.16","72","42","1.8","<2","29.2","<10","330"
"Deep Bay","Ngau Hom Sha Stream","DB6","2022-05-06","1","0.9","<50","0.12","<0.05","<1","<1","5","<1","<50","<0.1","9","200","4.4","<1","425","1","<0.01","98","7.8","4000","0.029","0.2","<0.01","93","<1","61","<1","<2","2","0.16","0.003","<0.5","0.062","7","2.1","0.2","17","<1","<0.02","12","<1","0.42","2","0.16","430","80","9.6","<2","26.5","<10","2200"
"Deep Bay","Ngau Hom Sha Stream","DB6","2022-06-24","1","<0.1","<50","0.065","<0.05","<1","<1","4","<1","<50","<0.1","4","<10","1.1","<1","68","<1","<0.01","98","7.5","3200","0.015","<0.2","<0.01","120","<1","47","<1","<2","<1","0.26","<0.002","<0.5","0.065","7.1","1.3","0","17","<1","<0.02","5.6","<1","0.12","1","0.09","61","23","5.7","<2","29.4","<10","170"
"Deep Bay","Ngau Hom Sha Stream","DB6","2022-07-06","1","0.5","<50","0.058","<0.05","<1","<1","6","<1","<50","<0.1","3","<10","1.8","<1","74","<1","<0.01","95","7.4","4000","0.044","<0.2","<0.01","<50","<1","37","<1","<2","1","0.25","0.003","<0.5","0.031","6.6","0.7","0","17","<1","<0.02","9.1","<1","0.3","1","0.06","64","9","10.5","<2","27.8","<10","260"
"Deep Bay","Ngau Hom Sha Stream","DB6","2022-08-22","1","0.1","<50","0.064","<0.05","<1","<1","7","<1","<50","<0.1","5","<10","2.2","<1","90","<1","<0.01","96","7.1","5800","0.029","<0.2","<0.01","130","<1","120","<1","<2","1","0.23","0.008","<0.5","0.016","7.1","<0.2","0","18","<1","<0.02","2.5","<1","0.17","1","0.09","50","34","5.6","<2","30.8","<10","110"
"Deep Bay","Ngau Hom Sha Stream","DB6","2022-09-26","1","24","<50","0.084","<0.05","<1","<1","7","<1","<50","<0.1","5","32","2.5","<1","361","<1","<0.01","100","7.7","5100","0.018","0.6","<0.01","180","<1","110","<1","<2","1","0.17","0.004","<0.5","0.034","7","1.5","0.2","20","<1","<0.02","5.4","<1","0.19","2","0.09","180","58","5.4","<2","28.9","<10","120"
"Deep Bay","Ngau Hom Sha Stream","DB6","2022-10-24","1","14","<50","0.12","<0.05","<1","<1","7","<1","<50","<0.1","4","22","1.4","<1","118","<1","<0.01","97","7.7","3800","0.019","0.2","<0.01","160","<1","110","<1","<2","1","0.22","0.002","<0.5","0.052","7","1.1","0.1","21","<1","<0.02","10","<1","0.29","2","0.21","110","32","3.6","<2","26.9","<10","410"
"Deep Bay","Ngau Hom Sha Stream","DB6","2022-11-04","1","0.7","<50","0.16","<0.05","<1","<1","7","<1","<50","<0.1","5","33","1.1","<1","196","<1","<0.01","91","7.7","6100","0.013","0.2","<0.01","190","<1","110","<1","<2","2","0.21","0.008","<0.5","0.015","7.1","<0.2","0.1","20","<1","<0.02","1.4","<1","0.27","2","0.11","160","68","4","<2","23.9","<10","330"
"Deep Bay","Ngau Hom Sha Stream","DB6","2022-12-01","1","0.6","<50","0.19","<0.05","<1","<1","7","<1","<50","<0.1","3","140","0.5","<1","400","<1","<0.01","90","8.2","900","0","0.2","<0.01","<50","<1","150","<1","<2","2","0.25","0.005","<0.5","0.045","6.9","0.6","0.2","20","<1","<0.02","3.8","<1","0.3","1","0.13","280","54","2.4","<2","19.8","<10","240"
"Deep Bay","Tsang Kok Stream","DB8","2022-01-03","1","0.4","<50","0.055","<0.05","<1","<1","12","<1","<50","<0.1","3","34","1.7","<1","243","<1","<0.01","110","10.5","400","0.002","0.3","<0.01","<50","<1","<10","<1","2","<1","1.5","0.022","<0.5","0.007","7.4","0.3","0.1","27","<1","<0.02","2","<1","0.44","2","<0.02","410","93","3.4","<2","17.6","<10","120"
"Deep Bay","Tsang Kok Stream","DB8","2022-02-24","1","1.3","<50","0.75","<0.05","<1","<1","23","<1","<50","<0.1","7","58","1","<1","336","<1","<0.01","94","9.9","1700","0.007","0.3","<0.01","<50","<1","27","<1","6","<1","2.2","0.059","<0.5","0.019","7.4","<0.2","0.2","18","<1","<0.02","3.6","<1","1.2","2","<0.02","270","63","5.9","<2","13.3","<10","220"
"Deep Bay","Tsang Kok Stream","DB8","2022-04-29","1","1","<50","0.11","<0.05","<1","<1","17","<1","<50","<0.1","10","36","0.5","<1","329","<1","<0.01","96","7.3","6200","0.016","0.4","<0.01","<50","<1","53","<1","3","<1","0.52","0.033","<0.5","<0.002","7.5","0.7","0.1","19","<1","<0.02","2.8","<1","0.37","2","<0.02","200","44","10.1","<2","29.1","<10","350"
"Deep Bay","Tsang Kok Stream","DB8","2022-05-06","1","0.6","<50","0.074","<0.05","<1","<1","17","<1","<50","<0.1","6","43","0.5","<1","334","<1","<0.01","95","7.8","2700","0.009","0.4","<0.01","<50","<1","56","<1","3","<1","1.3","0.026","<0.5","<0.002","7.3","<0.2","0.2","23","<1","<0.02","4.7","<1","0.34","1","0.02","240","67","8","<2","25.5","<10","220"
"Deep Bay","Tsang Kok Stream","DB8","2022-06-24","1","<0.1","<50","0.031","<0.05","<1","<1","19","<1","<50","<0.1","3","50","0.7","<1","386","<1","<0.01","112","8.7","3300","0.02","0.3","<0.01","<50","<1","19","<1","3","<1","2.4","0.01","<0.5","0.005","7.3","0.9","0.2","23","<1","<0.02","3.2","<1","0.18","1","<0.02","230","56","7.7","<2","28.5","<10","170"
"Deep Bay","Tsang Kok Stream","DB8","2022-07-06","1","0.4","<50","0.097","<0.05","<1","<1","17","<1","<50","<0.1","3","38","0.5","<1","326","<1","<0.01","94","7.6","7100","0.135","0.3","<0.01","<50","<1","24","<1","5","<1","2.9","0.014","<0.5","0.008","7.2","<0.2","0.2","22","<1","<0.02","8.5","<1","0.28","1","<0.02","220","48","10.7","<2","26.5","<10","490"
"Deep Bay","Tsang Kok Stream","DB8","2022-08-22","1","<0.1","<50","0.069","<0.05","<1","<1","20","<1","<50","<0.1","6","55","<0.2","<1","422","<1","<0.01","101","7.7","4900","0.142","0.3","<0.01","<50","<1","80","<1","4","<1","2.9","0.01","<0.5","0.005","7.4","<0.2","0.2","26","<1","<0.02","4.8","<1","0.19","1","0.04","270","42","9.8","<2","29.6","<10","560"
"Deep Bay","Tsang Kok Stream","DB8","2022-09-26","1","0.3","<50","0.031","<0.05","<1","<1","16","<1","<50","<0.1","<2","48","0.7","<1","385","<1","<0.01","116","9","5100","0.03","0.6","<0.01","<50","<1","50","<1","3","<1","1.8","0.008","<0.5","0.018","7.8","0.3","0.2","28","<1","<0.02","18","<1","0.17","1","0.03","260","79","16.8","<2","28.1","<10","370"
"Deep Bay","Tsang Kok Stream","DB8","2022-10-24","1","1.8","<50","0.06","<0.05","<1","<1","15","<1","<50","<0.1","5","44","0.9","<1","352","<1","<0.01","115","9.4","4400","0.031","0.4","<0.01","<50","<1","50","<1","3","<1","1.2","0.011","<0.5","0.009","7.8","1.5","0.2","27","<1","0.02","24","<1","0.38","2","0.05","270","87","23.6","<2","25.5","<10","260"
"Deep Bay","Tsang Kok Stream","DB8","2022-11-04","1","4.1","<50","8.7","0.15","<1","2","24","<1","<50","<0.1","25","51","3.5","<1","438","4","<0.01","85","7.2","31000","null","0.4","<0.01","60","<1","<10","<1","4","2","2.5","0.19","<0.5","0.011","7.9","2.8","0.2","22","<1","<0.02","1.5","<1","12","9","0.06","310","110","5.7","<2","23.9","10","3700"
"Deep Bay","Tsang Kok Stream","DB8","2022-12-01","1","0.5","<50","0.065","<0.05","<1","<1","16","<1","<50","<0.1","3","43","1.2","<1","290","<1","<0.01","108","10.2","4700","0.009","0.4","<0.01","<50","<1","40","<1","3","<1","1.2","0.008","<0.5","0.008","7.9","0.9","0.2","27","<1","<0.02","5.4","<1","0.22","1","<0.02","220","51","7.7","<2","18.1","<10","190"
"Deep Bay","Fairview Park Nullah","FVR1","2022-01-14","1","16","<50","2.9","<0.05","<1","11","7","<1","965","<0.1","24","3900","74","1","10887","2","<0.01","72","6.4","53000","null","0.5","<0.01","<50","<1","346","<1","4","5","0.38","0.099","<0.5","0.29","7.5","33","7.2","3.1","<1","0.02","22","<1","4","11","0.56","8500","1700","19.9","2","18.4","<10","7800"
"Deep Bay","Fairview Park Nullah","FVR1","2022-02-09","1","7.9","<50","2.8","0.11","<1","10","20","<1","1080","<0.1","43","4400","21","1","11804","2","<0.01","60","5.5","89000","null","0.5","<0.01","<50","<1","275","<1","4","5","0.48","0.11","<0.5","0.33","7.4","23","8.1","1.3","<1","0.03","17","<1","4.5","7","0.57","9400","1900","14.9","2","17","11","44000"
"Deep Bay","Fairview Park Nullah","FVR1","2022-04-28","1","12","<50","1.4","<0.05","<1","16","23","<1","693","<0.1","29","1300","140","<1","9483","2","<0.01","90","6.6","88000","null","0.5","<0.01","<50","<1","172","<1","4","5","0.84","0.15","<0.5","0.34","7.7","100","4.8","3.5","<1","<0.02","1.2","<1","4.2","13","0.71","6400","1300","29.6","3","30","<10","28000"
"Deep Bay","Fairview Park Nullah","FVR1","2022-05-11","1","6.4","<50","0.87","<0.05","<1","14","9","<1","118","<0.1","26","380","37","<1","1469","1","<0.01","73","5.8","130000","null","<0.2","<0.01","<50","<1","72","<1","<2","1","0.31","0.039","<0.5","0.27","7.3","40","0.7","3.1","<1","<0.02","19","<1","2.4","7","0.43","960","210","15.4","<2","26.7","17","72000"
"Deep Bay","Fairview Park Nullah","FVR1","2022-06-17","1","5.5","<50","1","0.05","<1","14","10","<1","154","<0.1","28","380","88","<1","1732","<1","<0.01","127","9.6","110000","null","0.3","<0.01","53","<1","182","<1","3","2","0.44","0.1","<0.5","0.26","8.1","17","0.8","7.2","<1","0.02","21","<1","3","11","0.58","940","200","13","<2","29.7","<10","62000"
"Deep Bay","Fairview Park Nullah","FVR1","2022-07-22","1","12","<50","0.32","<0.05","<1","23","11","<1","120","<0.1","66","330","120","<1","1638","2","<0.01","137","9.8","17000","null","0.4","<0.01","<50","<1","<10","<1","3","2","0.095","0.018","<0.5","0.14","8.6","54","0.7","1.3","<1","<0.02","34","<1","2.2","15","0.43","830","150","26.5","2","33.2","10","5900"
"Deep Bay","Fairview Park Nullah","FVR1","2022-08-12","1","10","<50","1.3","<0.05","<1","6","7","<1","<50","<0.1","23","96","2.7","<1","526","1","<0.01","60","4.7","1400000","null","<0.2","<0.01","<50","<1","50","<1","<2","<1","0.17","0.044","<0.5","0.18","6.9","6.9","0.2","4.2","<1","<0.02","83","<1","2","7","0.36","440","200","7.9","<2","27.2","20","1100000"
"Deep Bay","Fairview Park Nullah","FVR1","2022-09-01","1","14","<50","1.1","<0.05","<1","19","11","<1","100","<0.1","43","330","180","<1","1643","<1","<0.01","144","10.4","110000","null","0.3","<0.01","<50","<1","30","<1","2","2","0.47","0.13","<0.5","0.13","8.4","50","0.7","4.3","<1","0.04","21","<1","3.6","17","0.55","810","130","22.7","<2","32.5","<10","59000"
"Deep Bay","Fairview Park Nullah","FVR1","2022-10-19","1","7.5","<50","0.83","<0.05","<1","10","32","<1","710","<0.1","34","3500","30","<1","8981","2","<0.01","55","4.4","300000","null","0.5","<0.01","<50","<1","200","<1","4","3","0.95","0.16","<0.5","0.19","7.3","11","5","11","<1","<0.02","10","<1","2.2","10","0.41","6700","990","7.5","<2","25","20","57000"
"Deep Bay","Fairview Park Nullah","FVR1","2022-11-23","1","5.5","<50","2.5","0.17","<1","11","29","<1","1000","<0.1","26","5200","21","1","14303","2","<0.01","42","3.3","330000","null","0.5","<0.01","<50","<1","350","<1","4","4","1.5","0.16","<0.5","0.47","7.2","13","8.3","11","<1","<0.02","7.3","<1","3.2","6","0.6","11000","2000","5.5","3","25.1","20","200000"
"Deep Bay","Fairview Park Nullah","FVR1","2022-12-14","1","10","<50","1.1","0.78","<1","11","22","<1","600","<0.1","48","3400","19","<1","8018","2","<0.01","77","7.1","61000","null","0.5","<0.01","<50","<1","150","<1","3","4","1","0.13","0.7","0.19","7.3","8","5.3","6.6","<1","<0.02","15","<1","2.1","8","0.35","7100","1200","12.2","<2","17.2","20","34000"
"Deep Bay","River Ganges","GR1","2022-01-13","1","8","<50","14","0.05","<1","1","11","<1","76","<0.1","17","42","3.8","<1","376","2","<0.01","97","9.2","3300","0.029","0.2","<0.01","205","<1","<10","<1","<2","3","1.1","0.3","<0.5","0.32","7.5","2.8","0.2","12","<1","<0.02","13","<1","16","6","0.55","400","270","6.6","<2","18","<10","500"
"Deep Bay","River Ganges","GR1","2022-02-14","1","12","<50","13","<0.05","<1","1","14","<1","68","<0.1","21","67","3.1","<1","524","1","<0.01","114","10.2","5000","0.027","0.3","<0.01","98","<1","<10","<1","<2","2","1.1","0.6","<0.5","0.26","7.7","3.4","0.3","3","<1","<0.02","9.6","<1","16","1","0.6","350","150","5.9","<2","20.6","<10","3400"
"Deep Bay","River Ganges","GR1","2022-03-24","1","5.8","<50","3.6","<0.05","2","1","15","<1","<50","<0.1","21","20","3.3","<1","281","6","<0.01","71","6.6","8500","0.207","<0.2","<0.01","169","<1","77","<1","6","7","1","0.13","<0.5","0.58","7.2","2.3","0.2","13","<1","<0.02","11","<1","4.5","8","0.9","250","95","11.3","<2","19.1","17","6200"
"Deep Bay","River Ganges","GR1","2022-04-14","1","16","<50","8.1","<0.05","<1","2","11","<1","50","<0.1","22","37","54","<1","420","2","<0.01","157","12.1","1100","0.009","<0.2","<0.01","493","<1","<10","<1","3","3","0.38","0.53","<0.5","0.79","8.1","12","0.2","13","<1","<0.02","8.5","<1","11","8","1.4","280","140","5.6","<2","28.8","<10","760"
"Deep Bay","River Ganges","GR1","2022-05-23","1","5.2","<50","4.9","0.05","<1","2","9","<1","<50","<0.1","18","18","8.9","<1","287","2","<0.01","86","7.1","35000","0.025","<0.2","<0.01","119","<1","69","<1","3","4","0.92","0.35","<0.5","0.86","7.2","2.9","0.1","14","<1","<0.02","9.6","<1","6.4","6","1.1","630","490","8.4","<2","24.8","<10","28000"
"Deep Bay","River Ganges","GR1","2022-06-09","1","2.6","<50","0.7","0.05","<1","2","12","<1","<50","<0.1","14","<10","0.7","<1","224","5","<0.01","84","6.7","48000","0.091","<0.2","<0.01","200","<1","<10","<1","3","3","1.2","0.11","<0.5","0.29","7.2","0.7","0.1","13","<1","<0.02","29","<1","1.7","7","0.46","210","84","21.6","<2","27","17","22000"
"Deep Bay","River Ganges","GR1","2022-07-25","1","5.8","<50","6.1","<0.05","<1","2","10","<1","<50","<0.1","19","21","11","<1","319","2","<0.01","120","8.6","2300000","0.072","<0.2","<0.01","130","<1","<10","<1","<2","2","1.2","0.34","<0.5","0.73","7.5","8.2","0.1","16","<1","<0.02","20","<1","7.6","6","1.2","230","80","8.6","<2","33","<10","6100"
"Deep Bay","River Ganges","GR1","2022-08-29","1","2.7","<50","0.59","<0.05","<1","1","12","<1","<50","<0.1","9","27","3.2","<1","214","2","<0.01","103","7.9","55000","0.218","<0.2","<0.01","220","<1","120","<1","<2","3","0.79","0.15","<0.5","0.21","7.4","4.6","0.1","17","<1","<0.02","21","<1","1.2","4","0.52","190","71","13.3","<2","29.6","<10","8000"
"Deep Bay","River Ganges","GR1","2022-09-19","1","5.2","<50","1","<0.05","<1","3","14","<1","60","<0.1","19","11","7","<1","254","4","<0.01","89","6.7","590000","0.111","<0.2","<0.01","210","<1","20","<1","2","2","0.99","0.19","<0.5","0.27","7.2","5.4","0.1","14","<1","<0.02","28","<1","1.7","8","0.44","170","34","21.7","<2","30","10","25000"
"Deep Bay","River Ganges","GR1","2022-10-14","1","4.9","<50","7.2","<0.05","<1","1","11","<1","70","<0.1","31","28","12","<1","384","5","<0.01","111","8.7","12000","0.082","0.2","<0.01","210","<1","<10","<1","3","4","1.8","1.2","<0.5","1.2","7.7","8.1","0.2","20","<1","<0.02","6.1","<1","8.2","6","1.9","250","46","5.6","<2","28.1","<10","3100"
"Deep Bay","River Ganges","GR1","2022-11-18","1","3.2","<50","4","<0.05","<1","2","14","<1","<50","<0.1","9","46","1.7","<1","346","2","<0.01","121","9.9","8700","0.074","0.2","<0.01","140","<1","<10","<1","<2","2","1.3","0.44","<0.5","0.16","7.4","1.5","0.2","17","<1","<0.02","3.9","<1","4.2","4","0.4","210","68","5.9","<2","25.7","<10","3800"
"Deep Bay","River Ganges","GR1","2022-12-05","1","3.8","<50","3.1","<0.05","<1","1","12","<1","50","<0.1","10","20","1.2","<1","257","1","<0.01","104","9.5","11000","0.111","0.2","<0.01","230","<1","20","<1","<2","1","1.4","0.33","<0.5","0.21","7.3","2.4","0.1","14","<1","<0.02","4.5","<1","3.8","4","0.38","560","54","6.5","<2","20.1","<10","6600"
"Deep Bay","River Ganges","GR2","2022-01-13","1","3.1","<50","8.3","0.08","<1","<1","16","<1","77","<0.1","18","32","10","<1","323","2","<0.01","64","6.1","3200","0.185","0.2","<0.01","319","<1","47","<1","2","2","0.25","0.059","<0.5","0.043","7","4.3","0.2","5.8","<1","<0.02","16","<1","10","4","0.37","270","150","6.8","<2","17.9","17","2500"
"Deep Bay","River Ganges","GR2","2022-02-14","1","4.2","<50","2.1","<0.05","<1","<1","17","<1","70","<0.1","15","12","<0.2","<1","451","1","<0.01","72","6.6","3100","0.115","<0.2","<0.01","251","<1","79","<1","<2","2","0.19","0.024","<0.5","0.019","7.2","<0.2","0.2","3.4","<1","<0.02","3.3","<1","13","7","0.62","320","130","5.4","<2","19.7","<10","1200"
"Deep Bay","River Ganges","GR2","2022-04-14","1","8","<50","6.7","<0.05","<1","1","14","<1","<50","<0.1","23","32","2.4","<1","367","<1","<0.01","57","4.6","3000","0.045","<0.2","<0.01","623","<1","130","<1","2","2","0.13","0.097","<0.5","0.22","7.1","2.9","0.2","12","<1","<0.02","16","<1","9.2","6","0.64","270","130","7.6","<2","26.3","<10","1300"
"Deep Bay","River Ganges","GR2","2022-05-23","1","12","<50","16","<0.05","<1","2","18","<1","<50","<0.1","58","22","4.9","<1","411","3","<0.01","59","4.9","60000","0.198","<0.2","<0.01","256","<1","28","<1","2","3","1.1","0.35","<0.5","0.29","7.2","2.4","0.2","13","<1","<0.02","14","<1","18","15","0.7","280","120","9.7","<2","24.6","<10","31000"
"Deep Bay","River Ganges","GR2","2022-06-09","1","2.2","<50","0.25","<0.05","<1","3","13","<1","<50","<0.1","17","<10","0.7","<1","173","5","<0.01","78","6.3","42000","1.056","<0.2","<0.01","233","<1","12","<1","3","1","1","0.056","<0.5","0.16","7.1","1.3","0.1","10","<1","<0.02","40","<1","1.1","6","0.46","220","85","31.7","<2","26.2","19","17000"
"Deep Bay","River Ganges","GR2","2022-07-25","1","4","<50","3.7","<0.05","<1","2","13","<1","<50","<0.1","17","16","3.2","<1","288","1","<0.01","81","6","96000","0.108","<0.2","<0.01","200","<1","<10","<1","<2","1","1.4","0.22","<0.5","0.29","7.1","3.4","0.1","16","<1","<0.02","5.3","<1","4.7","4","0.93","190","59","7.9","<2","31.3","<10","67000"
"Deep Bay","River Ganges","GR2","2022-08-29","1","4.8","<50","5.6","<0.05","<1","2","16","<1","<50","<0.1","15","21","1.1","<1","312","3","<0.01","80","6.1","170000","0.394","<0.2","<0.01","220","<1","40","<1","2","2","1.2","0.24","<0.5","0.22","7.3","1","0.1","15","<1","<0.02","11","<1","6.5","5","0.53","200","61","7.1","<2","29","10","120000"
"Deep Bay","River Ganges","GR2","2022-09-19","1","2.2","<50","0.58","<0.05","<1","3","15","<1","<50","<0.1","28","13","3","<1","248","2","<0.01","60","4.6","130000","0.197","<0.2","<0.01","290","<1","70","<1","<2","1","0.85","0.13","<0.5","0.12","6.9","4.2","0.1","15","<1","<0.02","16","<1","0.93","5","0.41","180","50","6.5","<2","29.1","10","5600"
"Deep Bay","River Ganges","GR2","2022-10-14","1","2.2","<50","0.84","<0.05","<1","1","19","<1","<50","<0.1","17","87","1.8","<1","458","1","<0.01","74","6","16000","0.182","0.3","<0.01","260","<1","70","<1","<2","1","1.5","0.24","<0.5","0.12","7","1.1","0.2","17","<1","<0.02","3.2","<1","1.2","3","0.47","320","62","7.1","<2","26.4","20","4900"
"Deep Bay","River Ganges","GR2","2022-11-18","1","2.2","<50","4","<0.05","<1","2","13","<1","<50","<0.1","10","37","1.1","<1","373","<1","<0.01","57","4.7","7500","0.024","<0.2","<0.01","180","<1","20","<1","<2","1","0.66","0.2","<0.5","0.19","6.9","1","0.2","18","<1","<0.02","15","<1","5.1","4","0.58","240","69","5.1","<2","25.1","<10","1600"
"Deep Bay","River Ganges","GR2","2022-12-05","1","2.7","<50","5.4","<0.05","<1","1","13","<1","<50","<0.1","10","45","0.6","<1","282","<1","<0.01","59","5.4","4800","0.07","0.2","<0.01","300","<1","70","<1","<2","1","0.66","0.18","<0.5","0.19","7","0.4","0.2","15","<1","<0.02","5.8","<1","6.6","4","0.49","210","92","7.4","<2","19.3","<10","3300"
