"Water Control Zone","River","Station","Dates","Sample No","5-Day Biochemical Oxygen Demand (mg/L)","Aluminium (μg/L)","Ammonia-Nitrogen (mg/L)","Anionic Surfactants (as Manoxol OT) (mg/L)","Antimony (μg/L)","Arsenic (μg/L)","Barium (μg/L)","Beryllium (μg/L)","Boron (μg/L)","Cadmium (μg/L)","Chemical Oxygen Demand (mg/L)","Chloride (mg/L)","Chlorophyll-𝘢 (mg/m³)","Chromium (μg/L)","Conductivity (μS/cm)","Copper (μg/L)","Cyanide (mg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","Faecal Coliforms (counts/100mL)","Flow (m³/s)","Fluoride (mg/L)","Free Hydrogen Sulphide (mg/L)","Iron (μg/L)","Lead (μg/L)","Manganese (μg/L)","Mercury (μg/L)","Molybdenum (μg/L)","Nickel (μg/L)","Nitrate-Nitrogen (mg/L)","Nitrite-Nitrogen (mg/L)","Oil and Grease (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeopigment (mg/m³)","Salinity (psu)","Silica (as SiO₂) (mg/L)","Silver (μg/L)","Sulphide (mg/L)","Suspended solids (mg/L)","Thallium (μg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Organic Carbon (mg/L)","Total Phosphorus (mg/L)","Total Solids (mg/L)","Total Volatile Solids (mg/L)","Turbidity (NTU)","Vanadium (μg/L)","Water Temperature (°C)","Zinc (μg/L)","𝐸. 𝑐𝑜𝑙𝑖  (counts/100mL)"
"Victoria Harbour","Sam Dip Tam Stream","TW2","2022-04-07","1","1.4","<50","0.15","<0.05","<1","<1","23","<1","<50","<0.1","5","17","1.1","<1","131","<1","<0.01","106","9.1","17000","0.175","<0.2","<0.01","<50","<1","<10","<1","<2","<1","0.42","0.042","<0.5","0.07","8.3","2","0.1","16","<1","<0.02","1.6","<1","0.51","2","0.11","97","48","1.4","<2","23.2","<10","4100"
"Victoria Harbour","Sam Dip Tam Stream","TW2","2022-05-05","1","0.9","<50","0.23","<0.05","<1","<1","22","<1","<50","<0.1","5","<10","0.4","<1","143","1","<0.01","104","8.5","7700","0.012","<0.2","<0.01","<50","<1","<10","<1","<2","<1","1.1","0.1","<0.5","0.12","7.9","2.7","0.1","15","<1","<0.02","2.1","<1","0.55","2","0.16","130","40","0.9","<2","25.7","<10","5000"
"Victoria Harbour","Sam Dip Tam Stream","TW2","2022-06-02","1","0.7","<50","0.16","<0.05","<1","<1","26","<1","<50","<0.1","11","22","1.1","<1","147","1","<0.01","102","8","7000","0.146","<0.2","<0.01","<50","<1","<10","<1","<2","<1","1.1","0.057","<0.5","0.086","8","1.4","0.1","18","<1","<0.02","2","<1","0.19","2","0.16","140","70","1.1","<2","27.7","<10","3900"
"Victoria Harbour","Sam Dip Tam Stream","TW2","2022-07-14","1","1.2","<50","0.12","<0.05","<1","<1","27","<1","<50","<0.1","5","<10","0.8","<1","146","<1","<0.01","102","7.8","6100","0.157","<0.2","<0.01","<50","<1","<10","<1","<2","<1","1.3","0.037","<0.5","0.081","8.3","1","0.1","18","<1","<0.02","1.6","<1","0.31","<1","0.1","100","57","1","<2","29.2","<10","1100"
"Victoria Harbour","Sam Dip Tam Stream","TW2","2022-08-04","1","2.9","<50","0.18","<0.05","<1","<1","30","<1","<50","<0.1","15","11","2.4","<1","151","2","<0.01","100","8.1","130000","0.105","<0.2","<0.01","<50","<1","<10","<1","<2","<1","1.1","0.046","<0.5","0.11","7.9","2.6","0.1","16","<1","<0.02","4","<1","0.55","4","0.15","170","39","3.9","<2","26.2","<10","12000"
"Victoria Harbour","Sam Dip Tam Stream","TW2","2022-09-22","1","0.8","<50","0.092","<0.05","<1","<1","25","<1","<50","<0.1","8","<10","1.5","<1","138","1","<0.01","103","8.1","20000","0.042","<0.2","<0.01","<50","<1","<10","<1","<2","<1","1","0.042","<0.5","0.1","7.9","1.8","0.1","20","<1","<0.02","1.4","<1","0.24","2","0.11","120","48","0.8","<2","27.8","<10","3600"
"Victoria Harbour","Sam Dip Tam Stream","TW2","2022-10-06","1","0.9","<50","0.23","<0.05","<1","<1","27","<1","<50","<0.1","5","<10","2.1","<1","145","<1","<0.01","106","8.2","12000","0.145","<0.2","<0.02","<50","<1","<10","<1","<2","<1","0.9","0.057","<0.5","0.088","8.1","1.5","0.1","18","<1","<0.02","1.4","<1","0.43","2","0.13","140","74","0.8","<2","28.4","<10","5400"
"Victoria Harbour","Sam Dip Tam Stream","TW2","2022-11-10","1","5.1","<50","0.13","<0.05","<1","<1","24","<1","<50","<0.1","3","19","1.3","<1","129","1","<0.01","103","8.6","12000","0.06","<0.2","<0.01","<50","<1","<10","<1","<2","<1","0.76","0.053","<0.5","0.083","8.2","1.8","0.1","19","<1","<0.02","1.6","<1","0.28","1","0.12","100","44","1.7","<2","24.4","<10","3200"
"Victoria Harbour","Sam Dip Tam Stream","TW2","2022-12-17","1","0.9","<50","0.17","<0.05","<1","<1","21","<1","<50","<0.1","5","19","0.4","<1","100","2","<0.01","102","10.2","4500","0.09","<0.2","<0.01","<50","<1","<10","<1","<2","2","1.1","0.05","<0.5","0.075","7.9","1.1","0.1","16","<1","<0.02","1.5","<1","0.33","2","0.1","63","10","1.6","<2","15.4","<10","1700"
"Victoria Harbour","Sam Dip Tam Stream","TW3","2022-01-06","1","3.4","<50","0.53","<0.05","<1","<1","25","<1","<50","<0.1","5","11","4.5","<1","142","1","<0.01","107","9.5","10000","null","0.2","<0.01","<50","<1","<10","<1","<2","<1","1.5","0.048","<0.5","0.18","7.9","3.6","0.1","17","<1","<0.02","9.4","<1","1.1","2","0.23","180","58","1.8","<2","21.5","<10","4400"
"Victoria Harbour","Sam Dip Tam Stream","TW3","2022-02-10","1","3.7","<50","0.12","<0.05","<1","<1","28","<1","<50","<0.1","5","12","0.5","<1","151","1","<0.01","105","9.9","7600","null","0.2","<0.01","<50","<1","<10","<1","<2","<1","1.1","0.027","<0.5","0.099","7.9","1.1","0.1","4.4","<1","<0.02","1.5","<1","0.33","2","0.15","120","86","2.3","<2","18.1","<10","6300"
"Victoria Harbour","Sam Dip Tam Stream","TW3","2022-03-28","1","3.8","<50","0.16","<0.05","<1","<1","30","<1","<50","<0.1","22","12","1.5","<1","125","3","<0.01","98","8.9","45000","null","<0.2","<0.01","67","<1","10","<1","<2","<1","1.1","0.025","<0.5","0.11","7","3.1","0.1","12","<1","<0.02","7","<1","0.81","5","0.19","150","66","4.6","<2","19.8","11","22000"
"Victoria Harbour","Sam Dip Tam Stream","TW3","2022-04-07","1","1.4","<50","0.073","<0.05","<1","<1","27","<1","<50","<0.1","9","12","1.1","<1","155","<1","<0.01","117","9.9","5000","null","<0.2","<0.01","<50","<1","<10","<1","<2","<1","0.57","0.022","<0.5","0.089","8.3","2.9","0.1","15","<1","<0.02","2.3","<1","0.54","4","0.14","100","60","1","<2","24","<10","1700"
"Victoria Harbour","Sam Dip Tam Stream","TW3","2022-05-05","1","1.9","<50","0.28","<0.05","<1","<1","23","<1","<50","<0.1","10","<10","2.1","<1","157","2","<0.01","108","8.7","6200","null","0.2","<0.01","<50","<1","<10","<1","<2","<1","1.3","0.023","<0.5","0.17","7.8","3.2","0.1","15","<1","<0.02","9","<1","0.8","2","0.24","150","60","2.4","<2","26.1","<10","3000"
"Victoria Harbour","Sam Dip Tam Stream","TW3","2022-06-02","1","1.1","351","0.13","<0.05","<1","<1","29","<1","<50","<0.1","5","10","1.5","<1","157","2","<0.01","105","8.3","20000","null","0.2","<0.01","<50","<1","<10","<1","<2","<1","1.4","0.024","<0.5","0.089","7.9","2.1","0.1","17","<1","<0.02","1.8","<1","0.18","2","0.14","150","76","1.4","<2","27.5","<10","9000"
"Victoria Harbour","Sam Dip Tam Stream","TW3","2022-07-14","1","1.4","<50","0.13","<0.05","<1","<1","28","<1","<50","<0.1","7","<10","1.7","<1","153","1","<0.01","111","8.5","12000","null","0.2","<0.01","<50","<1","<10","<1","<2","<1","1.3","0.019","<0.5","0.068","8.2","2.7","0.1","18","<1","<0.02","3.2","<1","0.32","1","0.12","110","58","1.1","<2","29.3","<10","4700"
"Victoria Harbour","Sam Dip Tam Stream","TW3","2022-08-04","1","2.7","<50","0.04","<0.05","<1","<1","28","<1","<50","<0.1","11","<10","1.7","<1","145","2","<0.01","97","7.8","92000","null","0.2","<0.01","<50","<1","<10","<1","<2","<1","1.2","0.005","<0.5","0.1","7.5","3","0.1","16","<1","<0.02","6.9","<1","0.47","4","0.16","200","38","2.5","<2","26.5","20","16000"
"Victoria Harbour","Sam Dip Tam Stream","TW3","2022-09-22","1","0.3","<50","0.022","<0.05","<1","<1","28","<1","<50","<0.1","5","<10","1.5","<1","144","1","<0.01","100","7.9","16000","null","0.2","<0.01","<50","<1","<10","<1","<2","<1","1.1","0.009","<0.5","0.1","7.7","0.6","0.1","18","<1","<0.02","1.4","<1","0.05","1","0.11","150","84","0.9","<2","27.2","<10","4500"
"Victoria Harbour","Sam Dip Tam Stream","TW3","2022-10-06","1","0.7","<50","0.13","<0.05","<1","<1","28","<1","<50","<0.1","4","<10","0.5","<1","149","1","<0.01","109","8.5","83000","null","0.2","<0.02","<50","<1","<10","<1","<2","<1","0.92","0.02","<0.5","0.1","8.1","0.9","0.1","17","<1","<0.02","1","<1","0.32","2","0.13","130","62","2.6","<2","28.4","<10","29000"
"Victoria Harbour","Sam Dip Tam Stream","TW3","2022-11-10","1","2.1","<50","0.14","<0.05","<1","<1","25","<1","<50","<0.1","9","<10","1.1","<1","150","1","<0.01","104","8.8","12000","null","0.2","<0.01","<50","<1","<10","<1","<2","<1","0.79","0.017","<0.5","0.08","8","1.6","0.1","18","<1","<0.02","2.6","<1","0.32","2","0.12","100","34","1.9","<2","24.2","<10","4200"
"Victoria Harbour","Sam Dip Tam Stream","TW3","2022-12-17","1","0.5","<50","0.051","<0.05","<1","<1","24","<1","<50","<0.1","9","<10","1","<1","105","1","<0.01","100","9.9","19000","null","<0.2","<0.01","<50","<1","<10","<1","<2","1","1.2","0.018","<0.5","0.069","7.8","0.3","0.1","16","<1","<0.02","2.3","<1","0.48","2","0.11","74","40","1.3","<2","15.9","<10","7700"
"Deep Bay","Yuen Long Creek","YL1","2022-01-14","1","72","<50","24","0.42","<1","2","26","<1","106","<0.1","170","200","13","<1","983","8","<0.01","44","4.1","660000","0.205","0.4","0.01","422","<1","228","<1","5","3","<0.002","0.012","1.1","1.2","7.3","8.8","0.6","9.1","<1","0.08","12","<1","25","45","2.2","680","320","9.4","<2","18.5","30","500000"
"Deep Bay","Yuen Long Creek","YL1","2022-02-09","1","40","<50","29","<0.05","<1","2","19","<1","88","<0.1","84","69","10","<1","618","5","<0.01","33","3.2","770000","0.214","0.4","<0.01","241","<1","127","<1","11","3","0.016","0.007","1.1","0.56","7.5","3.3","0.4","8.8","<1","0.07","14","<1","35","27","2.7","370","160","8.9","<2","17.4","21","600000"
"Deep Bay","Yuen Long Creek","YL1","2022-04-28","1","12","<50","6.1","<0.05","<1","2","26","<1","54","<0.1","43","71","14","<1","604","3","<0.01","45","3.5","110000","0.242","0.4","<0.01","339","<1","182","<1","5","2","0.26","0.061","0.6","0.48","7","8.3","0.3","11","<1","0.03","7.8","<1","7.9","10","0.85","380","140","4.7","<2","28.8","17","52000"
"Deep Bay","Yuen Long Creek","YL1","2022-05-11","1","8.7","<50","1","0.15","2","1","12","<1","<50","<0.1","25","<10","2.4","<1","192","10","<0.01","77","6.3","210000","0.797","<0.2","<0.01","120","1","18","<1","9","2","0.92","0.077","<0.5","0.34","7.4","3.4","0.1","7.2","<1","0.02","20","<1","2.2","7","0.48","230","130","20.6","<2","25.1","36","90000"
"Deep Bay","Yuen Long Creek","YL1","2022-06-17","1","5.6","<50","1.4","0.12","<1","2","15","<1","<50","<0.1","17","45","0.7","<1","334","2","<0.01","97","7.7","450000","0.084","0.3","<0.01","<50","<1","<10","<1","2","<1","0.86","0.12","<0.5","0.19","7.1","1","0.2","16","<1","<0.02","7.2","<1","3","4","0.36","220","80","5","<2","27.5","10","350000"
"Deep Bay","Yuen Long Creek","YL1","2022-07-22","1","23","<50","8.7","0.08","<1","<1","9","<1","<50","<0.1","32","22","7.1","<1","319","2","<0.01","57","4.4","5100000","0.153","0.3","<0.01","120","<1","10","<1","2","1","0.007","0.002","<0.5","1.8","7.3","4.7","0.1","16","<1","0.03","7.5","<1","11","12","2.4","180","65","7.3","<2","28.8","10","4100000"
"Deep Bay","Yuen Long Creek","YL1","2022-08-12","1","7.9","<50","0.97","<0.05","<1","<1","11","<1","<50","<0.1","19","<10","1.3","<1","161","5","<0.01","76","6.2","210000","0.766","<0.2","<0.01","70","<1","20","<1","4","1","0.72","0.074","0.6","0.22","7.3","4.4","0.1","10","<1","<0.02","39","<1","1.4","7","0.43","98","19","24.4","<2","25.9","30","110000"
"Deep Bay","Yuen Long Creek","YL1","2022-09-01","1","5.4","<50","2.8","<0.05","<1","1","12","<1","<50","<0.1","12","30","1.9","<1","306","2","<0.01","72","5.5","180000","0.508","0.3","<0.01","100","<1","<10","<1","3","1","0.64","0.14","<0.5","0.68","7","1.9","0.1","17","<1","<0.02","9.8","<1","3.3","5","0.94","340","40","5.7","<2","28.6","<10","110000"
"Deep Bay","Yuen Long Creek","YL1","2022-10-19","1","15","<50","5.5","0.15","<1","1","16","<1","60","<0.1","20","38","3.6","<1","345","2","<0.01","61","5.1","290000","0.3","0.3","<0.01","130","<1","30","<1","3","2","0.68","0.15","0.8","0.87","7.1","3.2","0.2","15","<1","0.02","12","<1","6","8","1.2","320","75","5.6","<2","23.5","20","180000"
"Deep Bay","Yuen Long Creek","YL1","2022-11-23","1","26","<50","16","0.33","<1","1","17","<1","50","<0.1","43","76","2.4","<1","592","1","<0.01","22","1.8","3100000","0.225","0.4","<0.01","210","<1","160","<1","<2","2","0.024","0.01","<0.5","2.9","7.1","1.9","0.3","15","<1","0.08","7.9","<1","17","17","3","210","74","7.3","<2","24.5","10","2400000"
"Deep Bay","Yuen Long Creek","YL1","2022-12-14","1","16","<50","6.3","0.17","<1","2","17","<1","50","<0.1","22","52","8.1","<1","357","4","<0.01","47","4.5","90000","0.365","0.3","<0.01","80","<1","120","<1","5","3","0.42","0.13","1","0.52","6.9","5.4","0.2","11","<1","0.05","10","<1","6.5","8","0.66","160","58","9","<2","17","30","56000"
"Deep Bay","Yuen Long Creek","YL2","2022-01-14","1","26","52","5.2","0.32","<1","<1","31","<1","122","<0.1","17","220","5.9","<1","984","1","<0.01","69","6.2","730000","0.022","0.4","<0.01","62","<1","92","<1","5","3","0.6","0.087","<0.5","0.14","7.7","4.7","0.5","7.6","<1","0.03","1.9","<1","5.7","7","0.35","720","290","4.5","<2","19.8","<10","230000"
"Deep Bay","Yuen Long Creek","YL2","2022-02-09","1","21","<50","5.7","<0.05","<1","<1","24","<1","88","<0.1","10","74","3.8","<1","480","2","<0.01","69","6.5","47000","0.02","0.5","<0.01","<50","<1","75","<1","4","2","0.47","0.1","<0.5","0.21","7.3","3.5","0.3","6.5","<1","<0.02","3","<1","6.4","5","0.36","340","150","2.6","<2","18.1","<10","41000"
"Deep Bay","Yuen Long Creek","YL2","2022-04-28","1","9.1","104","4","<0.05","<1","1","28","<1","87","<0.1","25","160","3.5","<1","965","4","<0.01","121","9.2","310000","0.011","0.5","<0.01","78","<1","44","<1","8","3","0.94","0.19","<0.5","0.22","7.7","5.6","0.4","11","<1","<0.02","2","<1","5.5","9","0.38","3500","3200","8.2","<2","30","<10","150000"
"Deep Bay","Yuen Long Creek","YL2","2022-05-11","1","0.5","60","0.75","0.08","1","1","12","<1","<50","<0.1","14","22","2","2","189","4","<0.01","91","7.4","250000","0.077","<0.2","<0.01","<50","<1","<10","<1","5","<1","0.91","0.061","<0.5","0.15","7.5","4.2","0.1","4.5","<1","<0.02","25","<1","1.5","4","0.2","210","110","23.8","<2","25.7","21","210000"
"Deep Bay","Yuen Long Creek","YL2","2022-06-17","1","5.8","288","1.8","0.17","4","1","53","<1","51","<0.1","31","43","0.9","11","571","2","<0.01","105","8","22000","0.022","0.4","<0.01","<50","<1","<10","<1","68","1","1.1","0.16","<0.5","0.008","10.3","0.8","0.3","16","<1","<0.02","16","<1","2.9","6","0.22","350","88","8.1","4","29.4","<10","2000"
"Deep Bay","Yuen Long Creek","YL2","2022-07-22","1","3.9","<50","3.3","<0.05","<1","1","26","<1","<50","<0.1","16","85","3.8","<1","610","1","<0.01","100","7.4","230000","0.029","0.5","<0.01","50","<1","30","<1","6","1","0.76","0.21","<0.5","0.3","7.7","5.6","0.3","14","<1","<0.02","2.2","<1","4.1","4","0.48","360","70","7.9","<2","31.7","<10","100000"
"Deep Bay","Yuen Long Creek","YL2","2022-08-12","1","5.2","70","1","<0.05","<1","2","16","<1","<50","<0.1","37","15","1.2","<1","231","3","<0.01","82","6.6","240000","0.053","<0.2","<0.01","<50","<1","20","<1","4","1","0.92","0.069","0.8","0.13","8.1","2.9","0.1","8.1","<1","<0.02","63","<1","1.7","6","0.29","190","64","48.4","<2","26.6","<10","90000"
"Deep Bay","Yuen Long Creek","YL2","2022-09-01","1","3.7","60","3.6","0.06","<1","2","27","<1","50","<0.1","25","110","0.8","<1","723","1","<0.01","109","8.1","130000","0.015","0.4","<0.01","<50","<1","50","<1","10","1","0.8","0.19","<0.5","0.23","7.6","1.1","0.3","15","<1","<0.02","3.6","<1","4.5","7","0.4","380","76","14.1","2","31","<10","32000"
"Deep Bay","Yuen Long Creek","YL2","2022-10-19","1","21","60","3.6","<0.05","<1","3","30","<1","100","<0.1","16","170","3.4","<1","930","1","<0.01","96","7.8","280000","0.015","0.4","<0.01","<50","<1","30","<1","6","2","0.76","0.11","<0.5","0.19","7.5","2.3","0.5","15","<1","0.03","160","<1","4","7","0.37","720","100","14.1","2","26.1","<10","120000"
"Deep Bay","Yuen Long Creek","YL2","2022-11-23","1","4.2","<50","4.6","0.39","<1","1","26","<1","70","<0.1","14","160","2.8","<1","705","1","<0.01","77","6.3","240000","0.012","0.4","<0.01","100","<1","80","<1","4","2","1.3","0.094","<0.5","0.37","7.2","5.7","0.3","14","<1","<0.02","2","<1","4.8","5","0.48","240","99","2.8","<2","25.1","20","90000"
"Deep Bay","Yuen Long Creek","YL2","2022-12-14","1","5.5","<50","3.8","0.47","<1","1","20","<1","60","<0.1","20","61","2.4","<1","386","4","<0.01","73","6.8","180000","0.019","0.3","<0.01","90","<1","70","<1","4","2","0.72","0.1","0.7","0.26","7.1","3","0.2","9.7","<1","<0.02","3.6","<1","4","6","0.36","170","60","5.8","<2","18.4","40","90000"
"Deep Bay","Yuen Long Creek","YL3","2022-01-14","1","90","<50","14","0.85","<1","2","26","<1","201","<0.1","150","590","13","<1","2113","5","<0.01","36","3.3","1300000","1.039","0.4","0.01","248","<1","250","<1","4","3","<0.002","0.002","2.4","0.95","7.3","8.4","1.2","7","<1","0.09","9.1","<1","20","3","1.7","1500","390","15.4","<2","19.3","17","1000000"
"Deep Bay","Yuen Long Creek","YL3","2022-02-09","1","72","73","11","<0.05","<1","1","36","<1","156","<0.1","130","410","5.3","3","1598","2","<0.01","37","3.4","1400000","0.713","0.4","<0.01","<50","<1","102","<1","17","2","0.013","0.006","2.1","0.58","8.7","4.8","0.9","6.5","<1","0.08","45","<1","16","65","1.4","1000","200","17.2","<2","18.2","<10","1300000"
"Deep Bay","Yuen Long Creek","YL3","2022-03-24","1","58","<50","6.8","0.41","<1","2","19","<1","53","<0.1","42","130","1.5","<1","692","3","<0.01","55","4.9","550000","null","0.3","<0.01","93","<1","176","<1","7","2","0.009","0.004","<0.5","0.46","7.3","1.3","0.4","12","<1","<0.02","17","<1","12","20","1.3","480","120","10.5","<2","20.6","22","330000"
"Deep Bay","Yuen Long Creek","YL3","2022-04-28","1","82","50","6.6","<0.05","<1","2","41","<1","134","<0.1","85","330","9","4","1601","3","<0.01","36","2.8","3700000","0.891","0.4","<0.01","149","<1","128","<1","19","3","0.002","0.003","2.4","0.5","7.8","6","0.8","11","<1","0.07","43","<1","11","25","0.89","1000","210","18.9","<2","28","<10","1200000"
"Deep Bay","Yuen Long Creek","YL3","2022-05-11","1","9.1","<50","2.4","0.23","<1","1","15","<1","<50","<0.1","14","47","0.7","<1","311","5","<0.01","70","5.7","780000","null","<0.2","<0.01","82","<1","35","<1","4","1","0.69","0.18","<0.5","0.29","7.3","1.5","0.2","6.7","<1","<0.02","6.6","<1","3.4","6","0.42","260","110","14","<2","25.4","33","350000"
"Deep Bay","Yuen Long Creek","YL3","2022-06-17","1","27","<50","2.6","0.6","<1","2","15","<1","<50","<0.1","36","75","1.3","<1","493","1","<0.01","69","5.4","2500000","1.352","0.3","<0.01","68","<1","101","<1","6","1","0.15","0.15","1.6","0.15","7.4","1.7","0.2","14","<1","0.02","18","<1","3.9","13","0.43","230","84","8.9","<2","28.2","14","1300000"
"Deep Bay","Yuen Long Creek","YL3","2022-07-22","1","47","<50","4.5","0.9","<1","1","15","<1","<50","<0.1","66","140","6.8","<1","777","1","<0.01","25","1.9","3600000","0.624","0.4","<0.01","190","<1","170","<1","6","1","0.01","<0.002","0.8","0.5","7.3","4.4","0.3","15","<1","0.04","13","<1","7.7","29","1.1","420","83","10","<2","30","<10","2400000"
"Deep Bay","Yuen Long Creek","YL3","2022-08-12","1","17","<50","1.1","<0.05","<1","1","11","<1","<50","<0.1","18","22","2.2","<1","217","2","<0.01","78","6.3","650000","null","<0.2","<0.01","<50","<1","30","<1","2","<1","0.53","0.062","1","0.095","7.4","5.3","0.1","7.4","<1","<0.02","40","<1","1.9","7","0.33","170","66","23.3","<2","26.2","20","340000"
"Deep Bay","Yuen Long Creek","YL3","2022-09-01","1","34","<50","3.3","0.45","<1","1","18","<1","<50","<0.1","29","150","2.6","<1","792","1","<0.01","30","2.2","1500000","0.891","0.4","<0.01","80","<1","170","<1","3","2","0.008","<0.002","<0.5","0.52","7","3.9","0.4","16","<1","0.04","15","<1","4.8","13","0.83","400","56","11","<2","29.5","10","760000"
"Deep Bay","Yuen Long Creek","YL3","2022-10-19","1","79","<50","5.9","0.91","<1","1","20","<1","120","<0.1","85","310","3.3","<1","1333","1","<0.01","43","3.5","1900000","0.756","0.4","<0.01","150","<1","120","<1","4","2","0.005","0.007","2.3","0.52","7.2","4.1","0.7","15","<1","0.06","31","<1","7.5","27","0.89","880","130","19.4","<2","24.9","10","1400000"
"Deep Bay","Yuen Long Creek","YL3","2022-11-23","1","56","<50","11","1.1","<1","1","27","<1","100","<0.1","72","310","2.7","<1","1376","1","<0.01","26","2.2","2200000","0.812","0.4","<0.01","250","<1","190","<1","4","2","0.022","0.004","1.5","1.2","7.3","9","0.7","15","<1","0.16","32","<1","14","22","2.1","900","300","31.5","<2","24.9","<10","1100000"
"Deep Bay","Yuen Long Creek","YL3","2022-12-14","1","69","<50","5.8","0.92","<1","1","20","<1","100","<0.1","92","260","0.9","<1","945","8","<0.01","42","3.9","920000","0.736","0.4","<0.01","80","<1","120","<1","4","3","0.009","0.003","2","0.4","7","1.7","0.5","12","<1","0.06","75","<1","7.7","13","0.78","620","100","18.3","<2","18.1","20","690000"
"Deep Bay","Yuen Long Creek","YL4","2022-01-14","1","130","<50","7.1","1.3","<1","1","25","<1","114","<0.1","130","93","0.7","<1","545","2","<0.01","50","4.6","2300000","0.214","0.4","<0.01","105","<1","115","<1","3","3","<0.002","<0.002","3.6","0.42","7.6","2.5","0.3","4.2","<1","0.13","7.2","<1","11","26","0.92","380","170","19.1","<2","19.5","15","1600000"
"Deep Bay","Yuen Long Creek","YL4","2022-02-09","1","140","<50","6.3","<0.05","<1","<1","27","<1","117","<0.1","110","180","0.5","<1","760","2","<0.01","41","3.9","2300000","0.138","0.4","<0.01","105","<1","219","<1","4","3","0.007","<0.002","5.2","0.34","7.3","2.9","0.4","3.6","<1","0.11","17","<1","11","34","1","520","170","21.2","<2","18","16","1000000"
"Deep Bay","Yuen Long Creek","YL4","2022-04-28","1","87","<50","5.1","0.43","<1","<1","26","<1","77","<0.1","120","120","1.8","<1","773","3","<0.01","38","3.1","6400000","0.098","0.5","<0.01","211","<1","105","<1","3","3","0.004","<0.002","3.5","0.48","7.1","5.1","0.4","10","<1","0.09","20","<1","10","33","1","400","150","25.9","<2","26.9","<10","2800000"
"Deep Bay","Yuen Long Creek","YL4","2022-05-11","1","23","<50","1.3","0.24","<1","1","17","<1","<50","<0.1","38","68","<0.2","<1","376","3","<0.01","71","5.8","990000","null","<0.2","<0.01","114","<1","79","<1","2","1","0.01","<0.002","0.6","0.005","7.2","5.1","0.2","5.6","<1","<0.02","9.9","<1","3","12","0.23","280","97","11.2","<2","25.7","41","540000"
"Deep Bay","Yuen Long Creek","YL4","2022-06-17","1","58","<50","4.7","1.2","<1","1","20","<1","<50","<0.1","68","62","2.1","<1","482","2","<0.01","24","1.8","2100000","0.117","0.5","<0.01","242","<1","208","<1","5","2","0.016","0.008","4.4","0.16","7.1","2","0.2","12","<1","0.05","72","<1","8.6","31","0.82","330","130","20.9","<2","28.4","12","800000"
