"Water Control Zone","River","Station","Dates","Sample No","5-Day Biochemical Oxygen Demand (mg/L)","Aluminium (μg/L)","Ammonia-Nitrogen (mg/L)","Anionic Surfactants (as Manoxol OT) (mg/L)","Antimony (μg/L)","Arsenic (μg/L)","Barium (μg/L)","Beryllium (μg/L)","Boron (μg/L)","Cadmium (μg/L)","Chemical Oxygen Demand (mg/L)","Chloride (mg/L)","Chlorophyll-𝘢 (mg/m³)","Chromium (μg/L)","Conductivity (μS/cm)","Copper (μg/L)","Cyanide (mg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","Faecal Coliforms (counts/100mL)","Flow (m³/s)","Fluoride (mg/L)","Free Hydrogen Sulphide (mg/L)","Iron (μg/L)","Lead (μg/L)","Manganese (μg/L)","Mercury (μg/L)","Molybdenum (μg/L)","Nickel (μg/L)","Nitrate-Nitrogen (mg/L)","Nitrite-Nitrogen (mg/L)","Oil and Grease (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeopigment (mg/m³)","Salinity (psu)","Silica (as SiO₂) (mg/L)","Silver (μg/L)","Sulphide (mg/L)","Suspended solids (mg/L)","Thallium (μg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Organic Carbon (mg/L)","Total Phosphorus (mg/L)","Total Solids (mg/L)","Total Volatile Solids (mg/L)","Turbidity (NTU)","Vanadium (μg/L)","Water Temperature (°C)","Zinc (μg/L)","𝐸. 𝑐𝑜𝑙𝑖  (counts/100mL)"
"Deep Bay","Ngau Hom Sha Stream","DB6","2021-04-23","1","0.9","<50","0.4","<0.05","<1","<1","5","<1","109","<0.1","7","270","0.9","<1","1336","<1","<0.01","121","9.1","910","0.013","0.4","<0.01","113","<1","218","<1","6","3","0.061","0.029","<0.5","0.29","7.6","1.3","0.6","18","<1","<0.02","5.8","<1","0.56","3","0.45","700","160","6.5","<2","30.2","<10","320"
"Deep Bay","Ngau Hom Sha Stream","DB6","2021-05-13","1","1","<50","0.53","<0.05","<1","<1","31","<1","1251","<0.1","20","5300","2.8","1","17470","2","<0.01","71","5.2","5400","0.002","0.5","<0.01","<50","<1","939","<1","6","7","0.27","0.03","<0.5","0.015","7.1","2.4","9.4","12","<1","<0.02","13","<1","","4","","12000","2300","6.3","<2","29.2","19","1200"
"Deep Bay","Ngau Hom Sha Stream","DB6","2021-06-23","1","0.5","<50","0.057","<0.05","<1","<1","5","<1","<50","<0.1","28","31","48","<1","193","<1","<0.01","87","6.6","8200","0.172","0.2","<0.01","151","<1","<10","<1","<2","<1","<0.002","<0.002","<0.5","0.005","6.8","33","0.1","8.9","<1","0.03","27","<1","","13","","240","130","57.9","<2","29.6","<10","280"
"Deep Bay","Ngau Hom Sha Stream","DB6","2021-07-23","1","0.9","<50","0.46","<0.05","<1","<1","58","<1","459","<0.1","11","1800","2.2","<1","6348","2","<0.01","76","5.6","6600","0.108","0.3","<0.01","<50","<1","596","<1","4","6","0.35","0.007","<0.5","0.013","6.8","<0.2","3.1","18","<1","<0.02","6.3","<1","","3","","3900","920","4.7","<2","30.4","22","800"
"Deep Bay","Ngau Hom Sha Stream","DB6","2021-08-26","1","1.2","<50","0.17","<0.05","<1","<1","7","<1","<50","<0.1","17","39","8","<1","690","1","<0.01","106","7.7","31000","0.11","0.2","<0.01","70","<1","175","<1","2","2","0.14","0.006","<0.5","0.025","7","3.2","0.3","18","<1","<0.02","29","<1","","3","","410","86","21.4","<2","31.8","<10","5700"
"Deep Bay","Ngau Hom Sha Stream","DB6","2021-09-06","1","0.3","<50","0.15","<0.05","<1","<1","8","<1","<50","<0.1","7","52","1.8","<1","310","1","<0.01","92","7","6600","0.063","<0.2","<0.01","75","<1","176","<1","<2","2","0.21","0.005","<0.5","0.077","6.8","0.4","0.1","18","<1","<0.02","8.5","<1","","2","","420","160","12.5","<2","29.6","<10","410"
"Deep Bay","Ngau Hom Sha Stream","DB6","2021-10-25","1","0.9","<50","0.091","<0.05","<1","<1","7","<1","<50","<0.1","<2","<10","1.2","<1","60","<1","<0.01","95","8","850","0.016","<0.2","<0.01","<50","<1","74","<1","<2","<1","0.36","<0.002","<0.5","0.055","6.7","0.3","0","18","<1","<0.02","5.6","<1","","<1","","110","62","5.9","<2","23.6","<10","100"
"Deep Bay","Ngau Hom Sha Stream","DB6","2021-11-22","1","0.3","<50","0.16","<0.05","<1","<1","8","<1","<50","<0.1","6","20","4.7","<1","133","<1","<0.01","94","8.5","1200","0.016","<0.2","<0.01","88","<1","102","<1","<2","<1","0.31","0.005","<0.5","0.095","7","1.7","0.1","18","<1","<0.02","2.8","<1","0.39","2","0.17","180","140","3.7","<2","20.6","<10","130"
"Deep Bay","Ngau Hom Sha Stream","DB6","2021-12-17","1","0.9","<50","0.17","<0.05","<1","<1","6","<1","<50","<0.1","8","23","4.6","<1","148","<1","<0.01","105","9.2","1800","0.015","0.2","<0.01","138","<1","94","<1","<2","<1","0.26","0.006","<0.5","0.065","7.3","2.3","0.1","19","<1","<0.02","2.9","<1","0.49","1","0.15","160","110","3.8","<2","22.2","<10","640"
"Deep Bay","Tsang Kok Stream","DB8","2021-03-15","1","1.2","259","0.03","<0.05","<1","2","4","<1","<50","<0.1","5","24","0.3","<1","248","1","<0.01","194","16.1","440","0.004","0.4","<0.01","91","<1","14","<1","3","<1","0.26","0.013","<0.5","0.008","9.6","<0.2","0.1","23","<1","<0.02","22","<1","0.27","2","0.02","190","40","9.3","<2","24.5","<10","100"
"Deep Bay","Tsang Kok Stream","DB8","2021-04-23","1","5.7","71","0.043","<0.05","<1","2","9","<1","<50","<0.1","15","36","0.4","<1","349","2","<0.01","122","9.4","610","0.004","0.5","<0.01","<50","<1","11","<1","4","<1","0.047","0.007","<0.5","0.005","9.5","2.2","0.2","22","<1","<0.02","6.7","<1","0.47","7","0.02","240","100","7","<2","28.6","<10","81"
"Deep Bay","Tsang Kok Stream","DB8","2021-05-13","1","2.8","131","0.069","<0.05","<1","4","5","<1","<50","<0.1","10","37","1.5","<1","344","2","<0.01","118","8.6","5300","0.003","0.5","<0.01","58","<1","19","<1","5","<1","0.038","<0.002","<0.5","0.01","9.5","2.5","0.1","28","<1","<0.02","16","<1","","5","","250","62","11.3","2","32.2","<10","90"
"Deep Bay","Tsang Kok Stream","DB8","2021-06-23","1","4.9","<50","0.2","<0.05","<1","<1","14","<1","61","<0.1","11","58","0.6","<1","482","1","<0.01","86","6.9","22000","0.013","0.4","<0.01","<50","<1","<10","<1","9","<1","2.8","0.043","<0.5","0.011","7.3","0.4","0.2","19","<1","0.03","45","<1","","4","","390","100","57.7","<2","27.1","<10","2400"
"Deep Bay","Tsang Kok Stream","DB8","2021-07-23","1","0.7","<50","0.03","<0.05","<1","<1","18","<1","<50","<0.1","6","56","0.2","<1","470","1","<0.01","98","7.3","5300","0.01","0.4","<0.01","<50","<1","10","<1","6","<1","2.2","0.015","<0.5","0.008","7.2","<0.2","0.2","26","<1","<0.02","5.5","<1","","2","","300","94","8.8","<2","30.4","11","370"
"Deep Bay","Tsang Kok Stream","DB8","2021-08-26","1","0.8","<50","0.03","<0.05","<1","<1","13","<1","<50","<0.1","29","53","0.9","<1","452","<1","<0.01","131","9.9","4800","0.011","0.4","<0.01","<50","<1","25","<1","4","<1","0.92","0.016","<0.5","0.005","7.3","0.5","0.2","26","<1","<0.02","9","<1","","7","","2300","2000","5.8","<2","30","<10","320"
"Deep Bay","Tsang Kok Stream","DB8","2021-09-06","1","0.5","<50","0.088","<0.05","<1","<1","16","<1","<50","<0.1","5","38","<0.2","<1","371","1","<0.01","89","6.7","9100","0.009","0.3","<0.01","<50","<1","36","<1","4","<1","1.3","0.023","<0.5","<0.002","7.3","<0.2","0.2","24","<1","<0.02","8.7","<1","","2","","290","60","15.2","<2","30.2","<10","900"
"Deep Bay","Tsang Kok Stream","DB8","2021-10-25","1","1","<50","0.032","<0.05","<1","<1","14","<1","<50","<0.1","4","47","0.8","<1","348","<1","<0.01","126","10.7","650","0.009","0.3","<0.01","<50","<1","19","<1","3","<1","2.4","0.008","<0.5","0.004","7.1","<0.2","0.2","26","<1","<0.02","2.3","<1","","1","","290","98","3.3","<2","23.4","<10","90"
"Deep Bay","Tsang Kok Stream","DB8","2021-11-22","1","2.5","61","0.65","<0.05","<1","<1","20","<1","<50","<0.1","21","51","1.9","<1","360","1","<0.01","82","7.5","9500","0.002","0.4","<0.01","65","<1","68","<1","4","1","2","0.13","<0.5","0.007","7.4","<0.2","0.2","23","<1","<0.02","240","<1","1.9","9","0.28","720","130","352.7","<2","19.9","<10","1700"
"Deep Bay","Tsang Kok Stream","DB8","2021-12-17","1","17","<50","12","<0.05","2","4","29","<1","60","0.1","54","65","3.1","4","606","8","<0.01","84","7.5","44000","0.002","0.4","<0.01","669","3","229","<1","4","5","4.1","0.79","0.7","0.011","7.7","1.7","0.3","20","<1","<0.02","17","<1","23","25","0.23","550","150","74.2","<2","20.6","22","29000"
"Deep Bay","Fairview Park Nullah","FVR1","2021-02-22","1","11","<50","2.9","0.06","<1","16","20","<1","920","<0.1","27","3300","27","<1","10605","3","<0.01","58","4.8","85000","null","0.5","<0.01","<50","<1","270","<1","4","6","0.23","0.1","<0.5","0.59","7.4","18","6.2","7.4","<1","0.03","28","<1","5.4","10","0.92","7200","1200","21.3","3","23.8","<10","25000"
"Deep Bay","Fairview Park Nullah","FVR1","2021-03-18","1","12","<50","0.8","0.09","<1","13","25","<1","822","<0.1","33","3300","65","<1","10878","2","<0.01","132","10.1","70000","null","0.5","<0.01","<50","<1","132","<1","4","6","0.33","0.13","<0.5","0.25","8.4","25","5.9","0.44","<1","0.03","77","<1","3.2","11","0.56","6800","1200","58","4","27.2","<10","15000"
"Deep Bay","Fairview Park Nullah","FVR1","2021-04-21","1","11","<50","2.2","0.5","<1","8","26","<1","985","<0.1","27","4100","7.9","<1","14289","2","<0.01","58","4.6","560000","null","0.6","<0.01","<50","<1","377","<1","4","5","0.43","0.12","<0.5","0.39","7.3","4.1","8.2","8.1","<1","<0.02","13","<1","3.2","7","0.6","9300","2000","9.5","2","25.6","16","350000"
"Deep Bay","Fairview Park Nullah","FVR1","2021-05-06","1","10","<50","1.4","0.08","<1","16","18","<1","498","<0.1","21","1900","22","<1","6928","2","<0.01","104","7.8","110000","null","0.4","<0.01","66","<1","256","<1","3","3","0.39","0.1","<0.5","0.54","8","8.9","3.5","5.7","<1","0.03","26","<1","","10","","4000","780","24.5","3","29.2","<10","32000"
"Deep Bay","Fairview Park Nullah","FVR1","2021-06-04","1","6.7","<50","1.2","<0.05","<1","13","5","<1","113","<0.1","29","300","28","<1","1255","<1","<0.01","59","4.4","170000","null","0.3","<0.01","<50","<1","130","<1","<2","2","0.37","0.05","<0.5","0.43","7.2","21","0.6","3.7","<1","0.04","54","<1","","9","","780","130","26.3","2","30.5","<10","91000"
"Deep Bay","Fairview Park Nullah","FVR1","2021-07-14","1","8.4","<50","0.61","<0.05","<1","14","17","<1","346","<0.1","36","1200","130","<1","5344","2","<0.01","155","11","18000","null","0.5","<0.01","<50","<1","12","<1","4","4","0.77","0.17","<0.5","0.35","8.1","34","2.5","8.4","<1","0.02","34","<1","","11","","2900","540","23.2","3","32.6","<10","1700"
"Deep Bay","Fairview Park Nullah","FVR1","2021-08-18","1","6.3","<50","0.74","<0.05","<1","20","8","<1","109","<0.1","22","290","120","<1","1395","1","<0.01","125","9","33000","null","0.4","<0.01","<50","<1","45","<1","13","3","0.3","0.051","<0.5","0.35","7.9","36","0.6","7.4","<1","<0.02","18","<1","","8","","910","270","20.2","2","32.3","<10","3900"
"Deep Bay","Fairview Park Nullah","FVR1","2021-09-08","1","5.8","<50","1.1","0.07","<1","12","26","<1","555","<0.1","28","2400","90","2","9015","2","<0.01","104","7.5","22000","null","0.5","<0.01","<50","<1","271","<1","4","4","0.55","0.15","<0.5","0.26","7.2","23","4.4","6.7","<1","0.02","49","<1","","10","","5100","900","24","3","31.1","12","4300"
"Deep Bay","Fairview Park Nullah","FVR1","2021-10-27","1","12","<50","1.7","<0.05","<1","9","24","<1","718","<0.1","28","2800","54","<1","9066","2","<0.01","82","6.5","290000","null","0.4","<0.01","<50","<1","290","<1","4","6","0.98","0.17","<0.5","0.25","7.5","21","4.9","10","<1","0.02","12","<1","","7","","6000","1000","20.9","2","26.2","16","80000"
"Deep Bay","Fairview Park Nullah","FVR1","2021-11-19","1","5.2","<50","1.9","0.06","<1","9","29","<1","1261","<0.1","30","4400","27","<1","13928","3","<0.01","85","6.7","340000","null","0.5","<0.01","<50","<1","347","<1","5","6","0.99","0.21","<0.5","0.41","7.6","17","8.1","8.1","<1","0.02","30","<1","3.3","11","0.64","9400","1700","24.2","3","24.9","20","110000"
"Deep Bay","Fairview Park Nullah","FVR1","2021-12-06","1","8.6","<50","2","0.08","<1","9","33","<1","1334","<0.1","44","7000","66","1","16712","3","<0.01","91","7.7","1100000","null","0.6","<0.01","<50","<1","214","<1","5","7","1","0.16","<0.5","0.22","7.6","9.2","10.9","3.3","<1","<0.02","29","<1","3.5","10","0.44","14000","2500","11.2","2","20.4","16","580000"
"Deep Bay","River Ganges","GR1","2021-01-20","1","10","<50","15","0.06","<1","1","12","<1","72","<0.1","22","57","88","<1","405","2","<0.01","153","14.2","1300","0.018","0.3","<0.01","310","<1","<10","<1","2","3","0.83","0.31","<0.5","0.56","8.2","9.4","0.2","10","<1","<0.02","16","<1","20","7","0.95","270","80","7.1","<2","18.9","<10","820"
"Deep Bay","River Ganges","GR1","2021-02-24","1","10","<50","10","<0.05","<1","2","9","<1","64","<0.1","14","27","4","<1","364","<1","<0.01","169","14.6","2500","0.02","0.3","<0.01","215","<1","17","<1","2","2","0.52","0.68","<0.5","0.39","8.2","2.4","0.2","13","<1","<0.02","2.2","<1","11","7","0.6","220","78","4.8","<2","22.5","<10","1200"
"Deep Bay","River Ganges","GR1","2021-03-08","1","6.1","<50","6.7","<0.05","<1","1","20","<1","63","<0.1","20","32","2.4","<1","377","2","<0.01","97","8.6","8100","0.037","0.2","<0.01","139","<1","70","<1","7","8","0.85","0.45","<0.5","0.39","7.4","2.5","0.2","15","<1","<0.02","7.6","<1","9.8","7","0.54","290","94","6.5","<2","21.4","<10","1700"
"Deep Bay","River Ganges","GR1","2021-04-22","1","28","<50","12","<0.05","<1","2","16","<1","78","<0.1","21","37","120","<1","518","<1","<0.01","176","13.3","2000","0.022","0.3","<0.01","315","<1","14","<1","3","2","0.64","0.88","<0.5","0.35","8.2","12","0.2","6.7","<1","<0.02","10","<1","14","9","0.76","270","84","7.7","<2","29.8","<10","310"
"Deep Bay","River Ganges","GR1","2021-05-21","1","15","<50","10","<0.05","<1","2","15","<1","84","<0.1","26","35","36","<1","516","<1","<0.01","158","11.2","3700","0.007","0.3","<0.01","138","<1","<10","<1","2","3","0.57","0.87","<0.5","0.83","8","12","0.2","7.9","<1","<0.02","11","<1","","8","","260","81","25.1","<2","33.4","<10","310"
"Deep Bay","River Ganges","GR1","2021-06-10","1","15","<50","12","<0.05","3","2","12","<1","90","<0.1","41","69","14","<1","630","4","<0.01","98","7.4","570000","0.039","0.3","<0.01","140","<1","<10","<1","8","9","0.14","0.17","<0.5","3","7.7","5.3","0.3","13","<1","0.02","13","<1","","18","","310","51","11","<2","29.7","<10","100000"
"Deep Bay","River Ganges","GR1","2021-07-22","1","1.2","<50","0.41","<0.05","<1","2","16","<1","<50","<0.1","15","16","0.7","<1","290","4","<0.01","92","7","15000","0.312","<0.2","<0.01","177","<1","20","<1","5","4","1.3","0.092","<0.5","0.28","7.4","0.6","0.1","16","<1","<0.02","12","<1","","7","","180","91","10.2","<2","29.2","20","3300"
"Deep Bay","River Ganges","GR1","2021-08-02","1","3.8","<50","3.1","<0.05","<1","2","12","<1","<50","<0.1","16","83","3.9","<1","420","4","<0.01","90","6.8","46000","0.139","<0.2","<0.01","99","<1","19","<1","5","4","0.94","0.18","<0.5","0.82","7.4","2","0.2","18","<1","<0.02","11","<1","","8","","250","90","6.6","<2","29.8","<10","23000"
"Deep Bay","River Ganges","GR1","2021-09-15","1","3.7","<50","1.8","<0.05","<1","1","13","<1","58","<0.1","15","24","2","<1","328","2","<0.01","95","7.2","16000","0.095","0.3","<0.01","121","<1","<10","<1","3","3","1.4","0.41","<0.5","0.28","7","3.7","0.1","17","<1","<0.02","12","<1","","4","","240","90","7.9","<2","29.8","<10","4400"
"Deep Bay","River Ganges","GR1","2021-10-20","1","1.6","<50","0.28","<0.05","<1","<1","13","<1","52","<0.1","15","15","1.3","<1","215","2","<0.01","96","7.8","13000","0.179","<0.2","<0.01","138","<1","<10","<1","2","2","1.1","0.14","<0.5","0.17","7.1","0.3","0.1","15","<1","<0.02","20","<1","","5","","180","74","10.2","<2","25.9","<10","9400"
"Deep Bay","River Ganges","GR1","2021-11-17","1","3.5","<50","3.9","<0.05","<1","1","12","<1","58","<0.1","11","27","3.1","<1","291","3","<0.01","104","8.7","3300","0.039","0.2","<0.01","89","<1","<10","<1","3","3","1.8","0.6","<0.5","0.3","7.5","2.5","0.1","17","<1","<0.02","4.3","<1","4.8","5","0.49","240","100","4.6","<2","23.9","<10","1200"
"Deep Bay","River Ganges","GR1","2021-12-13","1","36","<50","9.8","<0.05","<1","2","10","<1","64","<0.1","18","46","2","<1","423","1","<0.01","114","10.1","4200","0.025","0.3","<0.01","239","<1","257","<1","4","5","1","0.31","<0.5","0.27","7.8","1.7","0.2","9.9","<1","<0.02","6.4","<1","13","6","0.54","280","100","5.3","<2","21.2","<10","1700"
"Deep Bay","River Ganges","GR2","2021-01-20","1","4.4","<50","20","0.27","<1","2","14","<1","74","<0.1","24","72","65","<1","450","2","<0.01","45","4.3","1800","0.04","0.3","<0.01","390","<1","106","<1","2","3","0.074","0.037","<0.5","0.54","7.2","53","0.3","14","<1","<0.02","11","<1","33","8","1.1","240","58","3.9","<2","17.3","<10","1100"
"Deep Bay","River Ganges","GR2","2021-02-24","1","16","<50","17","0.15","<1","2","21","<1","74","<0.1","19","36","4.4","<1","490","2","<0.01","26","2.4","9000","0.076","0.3","<0.01","1144","<1","150","<1","3","3","0.056","0.05","<0.5","0.87","7.2","3.4","0.3","14","<1","0.03","30","<1","25","9","1.5","290","96","10.2","<2","20.3","11","8800"
"Deep Bay","River Ganges","GR2","2021-03-08","1","2.6","<50","8.3","0.07","<1","2","19","<1","63","<0.1","22","29","3.7","<1","348","2","<0.01","41","3.7","7400","0.104","<0.2","<0.01","367","<1","83","<1","5","2","0.15","0.088","<0.5","0.17","7","5.7","0.2","15","<1","<0.02","31","<1","12","8","0.57","280","100","7.8","<2","20.4","10","1600"
"Deep Bay","River Ganges","GR2","2021-04-22","1","5.8","<50","15","0.23","<1","2","19","<1","80","<0.1","25","40","18","<1","560","<1","<0.01","58","4.7","28000","0.066","0.3","<0.01","265","<1","141","<1","2","3","0.025","0.023","<0.5","0.24","7.3","8.4","0.3","12","<1","<0.02","16","<1","22","12","0.99","290","120","7.8","<2","26.6","<10","12000"
"Deep Bay","River Ganges","GR2","2021-05-21","1","4.8","<50","13","0.17","<1","2","19","<1","88","<0.1","25","36","6.4","<1","570","<1","<0.01","37","2.8","33000","0.02","0.3","<0.01","330","<1","93","<1","3","3","0.035","0.011","<0.5","0.56","7.1","5.7","0.3","14","<1","<0.02","14","<1","","12","","280","72","10","<2","29.9","<10","5900"
"Deep Bay","River Ganges","GR2","2021-06-10","1","3.1","<50","5.9","<0.05","2","2","23","<1","82","<0.1","17","30","1.5","<1","416","1","<0.01","42","3.2","85000","0.058","0.3","<0.01","112","<1","80","<1","6","3","0.22","0.094","<0.5","0.21","7.2","1.5","0.2","15","<1","<0.02","22","<1","","7","","280","82","5.1","<2","28.7","<10","45000"
"Deep Bay","River Ganges","GR2","2021-07-22","1","1.7","<50","2.4","<0.05","<1","2","19","<1","<50","<0.1","21","15","0.7","<1","319","4","<0.01","71","5.4","46000","0.176","0.2","<0.01","154","<1","15","<1","6","2","1.3","0.19","<0.5","0.19","7.2","0.3","0.1","16","<1","<0.02","8.4","<1","","7","","190","98","10.9","<2","29.3","22","22000"
"Deep Bay","River Ganges","GR2","2021-08-02","1","9.6","<50","12","<0.05","<1","3","21","<1","52","<0.1","33","59","2.2","<1","546","4","<0.01","63","4.8","130000","0.171","0.2","<0.01","249","<1","<10","<1","6","3","1.4","0.32","<0.5","0.38","7.3","1.2","0.2","16","<1","<0.02","13","<1","","15","","290","110","9.3","<2","29.9","11","71000"
"Deep Bay","River Ganges","GR2","2021-09-15","1","2.2","<50","0.81","<0.05","<1","1","16","<1","57","<0.1","13","21","1.7","<1","294","2","<0.01","67","5.1","28000","0.072","0.3","<0.01","250","<1","19","<1","4","2","1.4","0.18","<0.5","0.15","6.9","3.2","0.1","16","<1","<0.02","40","<1","","3","","240","80","8.4","<2","30.2","<10","5700"
"Deep Bay","River Ganges","GR2","2021-10-20","1","5","<50","6.8","<0.05","<1","1","16","<1","54","<0.1","21","42","0.4","<1","404","3","<0.01","78","6.2","100000","0.132","<0.2","<0.01","100","<1","<10","<1","3","3","1.3","0.25","<0.5","0.36","7","0.4","0.2","14","<1","<0.02","9.2","<1","","10","","240","86","7.4","<2","26.6","<10","43000"
"Deep Bay","River Ganges","GR2","2021-11-17","1","2.9","<50","2.5","<0.05","<1","1","13","<1","54","<0.1","9","24","1.4","<1","265","2","<0.01","68","5.7","25000","0.132","0.2","<0.01","121","<1","21","<1","3","2","1.6","0.34","<0.5","0.17","7.1","1.6","0.1","16","<1","<0.02","2.6","<1","4.2","5","0.6","200","75","6.8","<2","23.6","26","10000"
"Deep Bay","River Ganges","GR2","2021-12-13","1","4.5","<50","9.4","0.05","<1","1","14","<1","53","<0.1","15","48","4.6","<1","415","1","<0.01","66","6","49000","0.221","0.2","<0.01","312","<1","102","<1","3","2","0.53","0.13","<0.5","0.16","7.3","3.7","0.2","9.5","<1","<0.02","50","<1","15","5","0.65","340","150","5.6","<2","20.1","12","12000"
"Deep Bay","River Ganges","GR3","2021-02-24","1","1.4","<50","0.079","<0.05","<1","<1","16","<1","<50","<0.1","5","<10","<0.2","<1","164","2","<0.01","79","7.2","2600","0.008","0.3","<0.01","113","<1","674","<1","<2","2","0.35","0.017","<0.5","0.003","7.8","<0.2","0.1","11","<1","<0.02","3.3","<1","0.5","3","0.03","140","48","12.4","<2","19.5","<10","80"
"Deep Bay","River Ganges","GR3","2021-03-08","1","0.9","<50","0.11","<0.05","<1","<1","13","<1","<50","<0.1","6","<10","0.7","<1","167","<1","<0.01","80","7.3","4700","0","<0.2","<0.01","<50","<1","619","<1","<2","<1","0.34","0.022","<0.5","0.004","7.2","0.6","0.1","12","<1","0.03","6","<1","0.65","3","0.04","200","61","35.6","<2","20","<10","450"
"Deep Bay","River Ganges","GR3","2021-04-22","1","0.7","<50","0.13","<0.05","<1","<1","12","<1","<50","<0.1","5","12","0.6","<1","193","1","<0.01","73","6.1","770","null","0.3","<0.01","244","<1","222","<1","<2","2","0.38","0.012","<0.5","<0.002","7.6","0.8","0.1","9.5","<1","<0.02","10","<1","0.53","2","0.04","180","82","6","<2","24.4","<10","260"
"Deep Bay","River Ganges","GR3","2021-05-21","1","1.9","<50","0.23","<0.05","<1","<1","13","<1","<50","<0.1","11","12","1.1","<1","248","1","<0.01","78","6","16000","0.005","0.3","<0.01","52","<1","261","<1","<2","1","0.57","0.024","<0.5","0.005","7.3","<0.2","0.1","12","<1","<0.02","9.8","<1","","3","","200","74","14.5","<2","28.6","<10","1600"
"Deep Bay","River Ganges","GR3","2021-06-10","1","2.4","64","0.3","<0.05","<1","<1","17","<1","<50","<0.1","14","<10","<0.2","<1","247","4","<0.01","58","4.5","7600","0.016","0.3","<0.01","<50","<1","950","<1","3","1","0.25","0.032","<0.5","0.035","7.3","0.2","0.1","12","<1","0.04","42","<1","","6","","230","45","60.1","<2","27.8","<10","1200"
"Deep Bay","River Ganges","GR3","2021-07-22","1","1.3","<50","0.033","<0.05","<1","<1","12","<1","<50","<0.1","8","<10","<0.2","<1","143","1","<0.01","93","7.5","49000","0.036","<0.2","<0.01","<50","<1","385","<1","<2","<1","0.24","0.004","<0.5","0.006","7.4","<0.2","0.1","12","<1","<0.02","360","<1","","3","","480","110","228.7","<2","26.4","<10","3500"
"Deep Bay","River Ganges","GR3","2021-08-02","1","2","<50","0.035","<0.05","<1","1","14","<1","<50","<0.1","8","38","0.3","<1","154","2","<0.01","89","7.1","69000","0.02","<0.2","<0.01","<50","<1","595","<1","<2","<1","0.2","0.007","<0.5","0.006","7.7","<0.2","0.1","13","<1","<0.02","200","<1","","4","","330","68","79.6","<2","27.1","15","6800"
"Deep Bay","River Ganges","GR3","2021-09-15","1","1","<50","0.09","<0.05","<1","<1","12","<1","<50","<0.1","3","<10","<0.2","<1","141","<1","<0.01","86","6.8","6000","null","0.3","<0.01","329","<1","773","<1","<2","<1","0.11","0.004","<0.5","<0.002","7","0.3","0.1","14","<1","<0.02","7.4","<1","","1","","170","98","15.1","<2","27.2","11","1100"
